ida_id,name,jurisdiction,state
IDA_15E1D25B,JAGATSINGHAPUR(DISTRICT COLLECTOR JAGATSINGHPUR_IDA),Odisha,Odisha
IDA_FBB80B9E,NORTH AND MIDDLE ANDAMAN(IMPLEMENTING DISTRICT AUTHORITY(N&MA)),Andaman And Nicobar Islands,Andaman And Nicobar Islands
IDA_2BBA7DEA,FARIDABAD(DEPUTY COMMISSIONER FARIDABAD_IDA),Haryana,Haryana
IDA_6D9D5F51,SHAMLI(DISTRICT MAGISTRATE SHAMLI_IDA),Uttar Pradesh,Uttar Pradesh
IDA_818628DA,BEGUSARAI(DISTRICT PLANNING OFFICER BEGUSARAI_IDA),Bihar,Bihar
IDA_38C8D703,CHURU(DISTRICT COLLECTOR CHURU_IDA),Rajasthan,Rajasthan
IDA_60DFFA8F,BUDGAM(DEPUTY COMMISSIONER BUDGAM_IDA),Jammu And Kashmir,Jammu And Kashmir
IDA_81274698,KUPWARA(DEPUTY COMMISSIONER KUPWARA_IDA),Jammu And Kashmir,Jammu And Kashmir
IDA_42A28F00,BARAMULLA(DEPUTY COMMISSIONER BARAMULLAH_IDA),Jammu And Kashmir,Jammu And Kashmir
IDA_50FC7895,AGAR-MALWA(DISTRICT COLLECTOR AGAR MALWA_IDA),Madhya Pradesh,Madhya Pradesh
IDA_37E7EB08,KUMURAM BHEEM ASIFABAD(DISTRICT COLLECTOR KB ASIFABAD_IDA),Telangana,Telangana
IDA_28ACBEEB,NIRMAL(DISTRICT COLLECTOR NIRMAL_3),Telangana,Telangana
IDA_CB646280,PULWAMA(DEPUTY COMMISSIONER PULWAMA_IDA),Jammu And Kashmir,Jammu And Kashmir
IDA_CBB36CF9,SANGRUR(DEPUTY COMMISSIONER SANGRUR_IDA),Punjab,Punjab
IDA_D55297E7,SAMBALPUR(DISTRICT COLLECTOR SAMBALPUR_IDA),Odisha,Odisha
IDA_5C369DE2,BHIND(DISTRICT COLLECTOR BHIND_IDA),Madhya Pradesh,Madhya Pradesh
IDA_45C76EF0,HANUMANGARH(DISTRICT COLLECTOR HANUMANGARH_IDA),Rajasthan,Rajasthan
IDA_4967DE19,JALPAIGURI(DISTRICT MAGISTRATE JALPAIGURI_IDA),West Bengal,West Bengal
IDA_AF2CBDCC,PARVATHIPURAM MANYAM(DISTRICT COLLECTOR PARVATHIPURAM MANYAM_IDA),Andhra Pradesh,Andhra Pradesh
IDA_7D2FCA35,PHEK(DEPUTY COMMISSIONER PHEK_IDA),Nagaland,Nagaland
IDA_86D99A35,DEOGHAR(DEPUTY COMMISSIONER DEOGHAR_IDA),Jharkhand,Jharkhand
IDA_3A5056EB,SHOPIAN(DEPUTY COMMISSIONER SHOPIAN_IDA),Jammu And Kashmir,Jammu And Kashmir
IDA_15CADAB0,NUH(DEPUTY COMMISSIONER NUH),Haryana,Haryana
IDA_887E25CC,RATNAGIRI(DISTRICT COLLECTOR RATNAGIRI_IDA),Maharashtra,Maharashtra
IDA_D945FCD9,SATNA(DISTRICT COLLECTOR SATNA_IDA),Madhya Pradesh,Madhya Pradesh
IDA_21D4DC55,KHOWAI(DISTRICT MAGISTRATE AND COLLECTOR KHOWAI_IDA),Tripura,Tripura
IDA_D91E30B8,MAIHAR(DISTRICT COLLECTOR MAIHAR_IDA),Madhya Pradesh,Madhya Pradesh
IDA_331735D1,UTTARKASHI(DISTRICT COLLECTOR UTTARKASHI_IDA),Uttarakhand,Uttarakhand
IDA_F5A3203B,DADRA AND NAGAR HAVELI(DISTRICT COLLECTOR DADAR AND NAGAR HAVELI_IDA),The Dadra And Nagar Haveli And Daman And Diu,The Dadra And Nagar Haveli And Daman And Diu
IDA_2708024F,CHATRA(DEPUTY COMMISSIONER CHATRA_IDA),Jharkhand,Jharkhand
IDA_1320BA88,"PITHORAGARH(NRLM , PITHORAGARH)",Uttarakhand,Uttarakhand
IDA_17898263,SHEOHAR(DISTRICT PLANNING OFFICER SEOHAR_IDA),Bihar,Bihar
IDA_BF7A9B62,SUBARNAPUR(DISTRICT COLLECTOR SUBARNAPUR_IDA),Odisha,Odisha
IDA_738DE7C6,PALWAL(CEO DRDA MPLADS PALWAL),Haryana,Haryana
IDA_88ABE123,BALANGIR(DISTRICT COLLECTOR BOLANGIR_IDA),Odisha,Odisha
IDA_40FC60B7,KAKCHING(DEPUTY COMMISSIONER KAKCHING_IDA),Manipur,Manipur
IDA_C7FF27C9,HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA),Uttarakhand,Uttarakhand
IDA_287276D2,HAZARIBAGH(DEPUTY COMMISSIONER HAZARIBAGH_IDA),Jharkhand,Jharkhand
IDA_1266A4FD,DHANBAD(DEPUTY COMMISSIONER DHANBAD_IDA),Jharkhand,Jharkhand
IDA_4C610B91,KOKRAJHAR(DEPUTY COMMISSIONER KOKRAJHAR_IDA),Assam,Assam
IDA_F591BB9C,AMBALA(DEPUTY COMMISSIONER AMBALA_IDA),Haryana,Haryana
IDA_373CB279,PANCHKULA(DRDA PANCHKULA),Haryana,Haryana
IDA_2889A8F2,JODHPUR GRAMIN(DISTRICT COLLECTOR JODHPUR RURAL_IDA),Rajasthan,Rajasthan
IDA_1DDA8867,VELLORE(DISTRICT COLLECTOR VELLORE_IDA),Tamil Nadu,Tamil Nadu
IDA_37058FD6,RAJOURI(DEPUTY COMMISSIONER RAJOURI_IDA),Jammu And Kashmir,Jammu And Kashmir
IDA_2A258694,HYDERABAD(DISTRICT COLLECTOR HYDERABAD_IDA),Telangana,Telangana
IDA_9B937CFC,LATEHAR(DEPUTY COMMISSIONER LATEHAR_IDA),Jharkhand,Jharkhand
IDA_FF671741,MANDYA(DEPUTY COMMISSIONER MANDYA_IDA),Karnataka,Karnataka
IDA_4CCAF8E9,CACHAR(DEPUTY COMMISSIONER CACHAR_IDA),Assam,Assam
IDA_4B54050B,BARAGADA(DISTRICT COLLECTOR BARAGARH_IDA),Odisha,Odisha
IDA_2A38241D,PAURI GARHWAL(DISTRICT MAGISTRATE PAURI GARHWAL_IDA),Uttarakhand,Uttarakhand
IDA_16127881,JOGULAMBA GADWAL(DISTRICT COLLECTOR JOGULAMBA GADWAL_IDA),Telangana,Telangana
IDA_7B55AEC5,NALBARI(DEPUTY COMMISSIONER NALBARI_IDA),Assam,Assam
IDA_4A0ADCB8,KANGPOKPI(DEPUTY COMMISSIONER KANGPOKPI MPLADS_IDA),Manipur,Manipur
IDA_C8E9CABB,TENGNOUPAL(DEPUTY COMMISSIONER TENGNOUPAL MPLADS_IDA),Manipur,Manipur
IDA_2C2344F5,"BILASPUR(DEPUTY COMMISSIONER, BILASPUR)",Himachal Pradesh,Himachal Pradesh
IDA_0F70F67D,VISAKHAPATNAM(DISTRICT COLLECTOR VISAKHAPATNAM_IDA),Andhra Pradesh,Andhra Pradesh
IDA_B4807F13,SAHEBGANJ(DEPUTY COMMISSIONER SAHEBGANJ_IDA),Jharkhand,Jharkhand
IDA_65EA9364,DATIA(DISTRICT COLLECTOR DATIA_IDA),Madhya Pradesh,Madhya Pradesh
IDA_47092031,BANDIPORA(DEPUTY COMMISSIONER BANDIPORA_IDA),Jammu And Kashmir,Jammu And Kashmir
IDA_57B7013D,"NAMCHI(IMPLEMENTING DISTRICT AGENCY, NAMCHI)",Sikkim,Sikkim
IDA_BB8B69A4,GANGANAGAR(ZILLA GANGANAGAR),Rajasthan,Rajasthan
IDA_5D899255,KHAIRAGARH-CHHUIKHADAN-GANDAI(DISTRICT COLLECTOR KHAIRAGARH_IDA),Chhattisgarh,Chhattisgarh
IDA_A65AF3FF,PALGHAR(DISTRICT COLLECTOR PALGHAR_IDA),Maharashtra,Maharashtra
IDA_2578FDA8,UTTAR DINAJPUR(DISTRICT MAGISTRATE UTTAR DINAJPUR_IDA),West Bengal,West Bengal
IDA_CA732DFB,EAST SINGHBUM(DEPUTY COMMISSIONER EAST SINGHBUM_IDA),Jharkhand,Jharkhand
IDA_89D41565,LAKSHADWEEP DISTRICT(COLLECTOR CUM DEV COMMISSIONER LAKSHADWEEP_IDA),Lakshadweep,Lakshadweep
IDA_9C185CAA,GOMATI(DM OFFICE GOMATI MPLADS),Tripura,Tripura
IDA_69C2BE86,SERCHHIP(DEPUTY COMMISSIONER SERCHHIP),Mizoram,Mizoram
IDA_F0797CBE,"SAITUAL(DY. COMMISSIONERS OFFICE, SAITUAL)",Mizoram,Mizoram
IDA_C029BF16,"KHAWZAWL(OFFICE OF THE DEPUTY COMMISSIONER, KHAWZAWL)",Mizoram,Mizoram
IDA_136F7BD5,LAWNGTLAI(DSC LAWNGTLAI),Mizoram,Mizoram
IDA_6E1854F2,NEW DELHI(COMMISSIONER MCD NEW DELHI),Delhi,Delhi
IDA_220976DB,ANAKAPALLI(DISTRICT COLLECTOR ANAKAPALLI_IDA),Andhra Pradesh,Andhra Pradesh
IDA_697D53CA,ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA),Telangana,Telangana
IDA_3E3876B7,NTR(DISTRICT COLLECTOR NTR_IDA),Andhra Pradesh,Andhra Pradesh
IDA_66434661,KARAULI(DISTRICT COLLECTOR KARAULI_IDA),Rajasthan,Rajasthan
IDA_EBEA35D9,GANGAPURCITY(DISTRICT COLLECTOR GANGAPUR CITY_IDA),Rajasthan,Rajasthan
IDA_E3864355,DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA),Rajasthan,Rajasthan
IDA_3C7FA0D0,NAWADA(DISTRICT PLANNING OFFICER NAWADA_IDA),Bihar,Bihar
IDA_E8BDFAB9,KAMAREDDY(DISTRICT COLLECTOR KAMAREDDY_IDA),Telangana,Telangana
IDA_1D3FAA14,DARRANG(DEPUTY COMMISSIONER DARRANG_IDA),Assam,Assam
IDA_B229332D,TAMULPUR(IDA TAMULPUR),Assam,Assam
IDA_A5B14825,JEHANABAD(DISTRICT PLANNING OFFICER JEHANABAD_IDA),Bihar,Bihar
IDA_08B3F967,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Uttar Pradesh,Uttar Pradesh
IDA_893A345C,NICOBARS(DEPUTY COMMISSIONER NICOBAR_IDA),Andaman And Nicobar Islands,Andaman And Nicobar Islands
IDA_E393A2BA,JODHPUR(DISTRICT COLLECTOR JODHPUR IDA),Rajasthan,Rajasthan
IDA_FD25886A,ARWAL(DISTRICT PLANNING OFFICER ARWAL_IDA),Bihar,Bihar
IDA_F54918E8,SORENG(DISTRICT COLLECTOR SORENG_IDA),Sikkim,Sikkim
IDA_33CCF2C5,DEBAGADA(DISTRICT COLLECTOR DEOGARH_IDA),Odisha,Odisha
IDA_17B69743,CHANGLANG(DEPUTY COMMISIONER CHANGLANG_IDA),Arunachal Pradesh,Arunachal Pradesh
IDA_567E3A1A,KULGAM(DEPUTY COMMISSIONER KULGAM_IDA),Jammu And Kashmir,Jammu And Kashmir
IDA_B32CF84A,UPPER SUBANSIRI(DEPUTY COMMISIONER UPPER SUBANSIRI_IDA),Arunachal Pradesh,Arunachal Pradesh
IDA_40D020EA,KAMLE(DEPUTY COMMISIONER KAMLE_IDA),Arunachal Pradesh,Arunachal Pradesh
IDA_1C00D2CE,KURUNG KUMEY(DEPUTY COMMISSIONER KURUNG KUMEY_IDA),Arunachal Pradesh,Arunachal Pradesh
IDA_7A0A5324,KRA DAADI(DC KRADAADI_IDA),Arunachal Pradesh,Arunachal Pradesh
IDA_0D639D8E,LOWER SUBANSIRI(DEPUTY COMMISSIONER LOWER SUBANSIR_IDA),Arunachal Pradesh,Arunachal Pradesh
IDA_4884641C,PAPUM PARE(DEPUTY COMMISSIONER PAPUM PARE_IDA),Arunachal Pradesh,Arunachal Pradesh
IDA_19DA7CB0,EAST KAMENG(DEPUTY COMMISIONER EAST KAMENG_IDA),Arunachal Pradesh,Arunachal Pradesh
IDA_09B7A2F4,WEST KAMENG(DEPUTY COMMISIONER WEST KAMENG_IDA),Arunachal Pradesh,Arunachal Pradesh
IDA_E87BF6CF,TAWANG(DEPUTY COMMISIONER TAWANG_IDA),Arunachal Pradesh,Arunachal Pradesh
IDA_E40CA8BF,"WEST SIANG(DEPUTY COMMISSIONER, WEST SIANG (IDA))",Arunachal Pradesh,Arunachal Pradesh
IDA_D2B67DBB,LOWER SIANG(DEPUTY COMMISIONER LOWER SIANG_IDA),Arunachal Pradesh,Arunachal Pradesh
IDA_6A507134,LEPARADA(DEPUTY COMMISIONER LEPARADA_IDA),Arunachal Pradesh,Arunachal Pradesh
IDA_07E1FF8E,NORTH EAST(COMMISSIONER MCD NORTH EAST),Delhi,Delhi
IDA_E4252663,GOLAGHAT(DEPUTY COMMISSIONER GOLAGHAT_IDA),Assam,Assam
IDA_5DB7454A,HNAHTHIAL(DEPUTY COMMISSIONER HNAHTHIAL_IDA),Mizoram,Mizoram
IDA_74C291AC,PAKUR(DEPUTY COMMISSIONER PAKUR_IDA),Jharkhand,Jharkhand
IDA_45D72B57,GODDA(DEPUTY COMMISSIONER GODDA_IDA),Jharkhand,Jharkhand
IDA_E4EEAA98,HOJAI(DC OFFICE HOJAI),Assam,Assam
IDA_8DC94BC4,"SRIBHUMI(DEPUTY COMMISSIONER , KARIMGANJ)",Assam,Assam
IDA_55499E2F,HAILAKANDI(DEPUTY COMMISSIONER HAILAKANDI_IDA),Assam,Assam
IDA_51E91FA3,SHRAWASTI(DISTRICT MAGISTRATE SHRAVASTI_IDA),Uttar Pradesh,Uttar Pradesh
IDA_F49DF7F2,DIU(COLLECTOR DIU),The Dadra And Nagar Haveli And Daman And Diu,The Dadra And Nagar Haveli And Daman And Diu
IDA_7FF39198,KISHTWAR(DEPUTY COMMISSIONER KISHTWAR_IDA),Jammu And Kashmir,Jammu And Kashmir
IDA_30ED47C7,KABEERDHAM(DISTRICT COLLECTOR KABIRDHAM),Chhattisgarh,Chhattisgarh
IDA_DC329D2A,ANUGOLA(DISTRICT COLLECTORANGUL_IDA),Odisha,Odisha
IDA_D6F894D1,DHENKANAL(DISTRICT COLLECTOR DHENKANAL_IDA),Odisha,Odisha
IDA_14B7323C,BULDHANA(DISTRICT COLLECTOR BULDHANA_IDA),Maharashtra,Maharashtra
IDA_D2C606C0,JHARSUGUDA(DISTRICT COLLECTORJHARSUGUDA_IDA),Odisha,Odisha
IDA_007A86A5,CHAMOLI(DM CHAMOLI_IDA),Uttarakhand,Uttarakhand
IDA_243EBC0C,DIDWANA-KUCHAMAN(DISTRICT COLLECTOR DIDWANA KUCHAMAN_IDA),Rajasthan,Rajasthan
IDA_1246B810,PALNADU(DISTRICT COLLECTOR PALNADU_IDA),Andhra Pradesh,Andhra Pradesh
IDA_6579DB4C,DAMAN(DISTRICT COLLECTOR DAMAN_IDA),The Dadra And Nagar Haveli And Daman And Diu,The Dadra And Nagar Haveli And Daman And Diu
IDA_F5B93F71,SIDDHARTHNAGAR(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA),Uttar Pradesh,Uttar Pradesh
IDA_2E0EFFB0,BAJALI(DC OFFICE BAJALI),Assam,Assam
IDA_247C315D,KARGIL(DEPUTY COMMISSIONERKARGIL),Ladakh,Ladakh
IDA_F085C0DD,KINNAUR(DEPUTY COMMISSIONER KINNAUR_IDA),Himachal Pradesh,Himachal Pradesh
IDA_A3DA9092,LAHAUL AND SPITI(DEPUTY COMMISSIONER L AND S_IDA),Himachal Pradesh,Himachal Pradesh
IDA_4B589809,LAKHISARAI(DISTRICT PLANNING OFFICER LAKHISARAI_IDA),Bihar,Bihar
IDA_1E7919A6,RAMGARH(DEPUTY COMMISSIONER RAMGARH_IDA),Jharkhand,Jharkhand
IDA_B244FB4F,BAGESHWAR(DISTRICT MAGISTRATE BAGESHWAR_IDA),Uttarakhand,Uttarakhand
IDA_C380495A,VAV-THARAD(DISTRICT COLLECTOR VAV-THARAD),Gujarat,Gujarat
IDA_9F961D4E,SOUTH TRIPURA(DISTRICT MAGISTRATE AND COLLECTOR SOUTH TRIPURA DISTRICT_IDA),Tripura,Tripura
IDA_13063E23,WEST GODAVARI(DISTRICT COLLECTOR WEST GODAVARI_IDA),Andhra Pradesh,Andhra Pradesh
IDA_77CAEAEB,CHAMPAWAT(DISTRICT MAGISTRATE CHAMPAWAT_IDA),Uttarakhand,Uttarakhand
IDA_DA94074D,GAJAPATI(DISTRICT COLLECTOR GAJAPATI_IDA),Odisha,Odisha
IDA_6701FE73,WOKHA(DEPUTY COMMISSIONER WOKHA_IDA),Nagaland,Nagaland
IDA_81918467,ZUNHEBOTO(DEPUTY COMMISSIONER ZUNHEBOTO_IDA),Nagaland,Nagaland
IDA_55259DB6,PHALODI(DISTRICT COLLECTOR PHALODI_IDA),Rajasthan,Rajasthan
IDA_31DC6E3D,LEH LADAKH(DEPUTY COMMISSIONER LEH_IDA),Ladakh,Ladakh
IDA_1A01A2C9,DAKSHIN BASTAR DANTEWADA(COLLECTOR DANTEWADA_IDA),Chhattisgarh,Chhattisgarh
IDA_33E0089D,SENAPATI(DEPUTY COMMISSIONER SENAPATI_IDA),Manipur,Manipur
IDA_36EF0501,TONK(DISTRICT COLLECTOR TONK_IDA),Rajasthan,Rajasthan
