work_id,completion_date,status,has_completion_evidence
320,2024-08-08,Completed,True
321,2025-11-26,Completed,True
323,2024-07-04,Completed,True
324,2025-04-09,Completed,True
325,2025-12-14,Completed,True
326,2025-05-07,Completed,True
327,2024-04-08,Completed,True
328,2024-09-15,Completed,True
329,2025-11-14,Completed,True
331,2024-10-28,Completed,True
333,2024-08-16,Completed,True
336,2025-12-13,Completed,True
337,2026-01-04,Completed,True
339,2024-10-11,Completed,True
340,2025-10-12,Completed,True
341,2024-03-26,Completed,True
342,2025-04-23,Completed,True
343,2024-05-07,Completed,True
344,2025-07-04,Completed,True
346,2024-07-18,Completed,True
347,2026-07-11,Completed,True
348,2025-06-21,Completed,True
349,2025-07-23,Completed,True
350,2025-07-07,Completed,True
352,2024-05-06,Completed,True
353,2024-04-02,Completed,True
354,2024-08-24,Completed,True
355,2024-12-13,Completed,True
356,2025-06-17,Completed,True
357,2024-11-10,Completed,True
358,2025-09-09,Completed,True
360,2024-10-24,Completed,True
363,2025-12-23,Completed,False
365,2024-06-08,Completed,True
366,2025-10-09,Completed,True
368,2024-12-28,Completed,True
371,2026-01-05,Completed,True
372,2025-08-10,Completed,True
377,2025-03-23,Completed,False
379,2024-10-24,Completed,True
380,2025-05-05,Completed,True
381,2025-11-03,Completed,True
382,2024-07-20,Completed,False
383,2025-03-12,Completed,True
384,2024-12-14,Completed,True
386,2025-03-04,Completed,True
387,2025-04-13,Completed,True
388,2024-04-29,Completed,True
390,2025-03-16,Completed,False
392,2024-05-18,Completed,True
395,2024-06-13,Completed,False
396,2026-01-05,Completed,True
398,2025-02-21,Completed,True
399,2025-06-19,Completed,True
400,2025-06-28,Completed,True
401,2026-01-07,Completed,True
402,2025-08-23,Completed,False
404,2025-01-15,Completed,True
405,2024-08-04,Completed,False
406,2025-01-19,Completed,True
407,2024-10-16,Completed,True
408,2024-10-26,Completed,True
410,2025-05-01,Completed,True
411,2024-11-13,Completed,True
413,2024-11-01,Completed,True
414,2024-03-25,Completed,True
415,2026-02-05,Completed,True
416,2024-09-19,Completed,True
417,2026-02-20,Completed,True
419,2025-01-28,Completed,True
420,2026-02-04,Completed,False
421,2024-02-29,Completed,True
422,2025-03-25,Completed,True
423,2024-08-24,Completed,True
424,2024-03-22,Completed,True
426,2024-10-23,Completed,True
427,2025-11-24,Completed,True
428,2024-07-10,Completed,True
429,2025-10-08,Completed,True
430,2025-01-10,Completed,True
431,2025-05-05,Completed,True
432,2024-11-26,Completed,True
434,2024-12-07,Completed,True
437,2024-11-12,Completed,True
438,2025-09-15,Completed,True
439,2025-05-12,Completed,True
440,2026-05-05,Completed,True
441,2024-05-01,Completed,True
442,2025-12-14,Completed,False
443,2025-01-31,Completed,True
444,2024-04-22,Completed,True
446,2025-05-11,Completed,True
447,2025-11-28,Completed,True
449,2025-02-03,Completed,False
450,2024-11-13,Completed,True
451,2025-04-07,Completed,True
452,2025-06-20,Completed,True
453,2025-06-20,Completed,True
454,2025-09-22,Completed,True
455,2024-07-30,Completed,False
456,2024-06-27,Completed,True
458,2024-01-28,Completed,True
459,2025-01-04,Completed,True
461,2025-03-25,Completed,True
462,2025-11-01,Completed,True
463,2025-05-01,Completed,True
464,2025-07-20,Completed,True
465,2025-01-10,Completed,False
466,2025-02-16,Completed,True
467,2025-04-22,Completed,True
468,2025-06-28,Completed,True
470,2025-06-20,Completed,True
471,2025-06-22,Completed,False
473,2025-05-13,Completed,True
474,2024-06-15,Completed,True
475,2026-01-18,Completed,True
476,2025-08-26,Completed,True
477,2024-02-19,Completed,True
478,2025-01-08,Completed,True
479,2025-09-11,Completed,True
481,2026-03-01,Completed,True
482,2024-04-01,Completed,True
484,2024-10-10,Completed,True
486,2025-10-02,Completed,True
488,2025-03-09,Completed,True
490,2026-12-14,Completed,True
491,2024-08-28,Completed,False
492,2026-01-06,Completed,True
494,2025-03-02,Completed,True
495,2026-01-26,Completed,True
496,2024-06-02,Completed,True
497,2024-04-15,Completed,True
498,2026-03-14,Completed,True
501,2025-02-09,Completed,True
502,2025-12-20,Completed,True
503,2024-06-11,Completed,True
504,2025-09-27,Completed,True
505,2027-06-22,Completed,True
506,2026-12-07,Completed,True
508,2025-02-18,Completed,True
509,2024-12-16,Completed,True
511,2026-04-06,Completed,True
512,2026-04-28,Completed,True
513,2025-03-24,Completed,True
514,2024-09-07,Completed,True
515,2024-09-18,Completed,True
516,2024-04-02,Completed,True
520,2024-10-25,Completed,True
524,2025-10-08,Completed,True
525,2025-11-01,Completed,True
526,2025-04-14,Completed,True
527,2025-10-12,Completed,False
528,2026-02-26,Completed,True
529,2024-04-25,Completed,True
530,2024-06-18,Completed,True
531,2024-07-04,Completed,True
532,2025-11-20,Completed,True
534,2024-04-25,Completed,True
536,2024-07-23,Completed,True
537,2025-02-17,Completed,True
539,2025-07-12,Completed,True
540,2024-08-24,Completed,True
542,2024-12-27,Completed,True
545,2024-10-02,Completed,True
546,2025-09-16,Completed,True
547,2025-01-07,Completed,False
549,2024-03-04,Completed,False
550,2026-04-24,Completed,True
551,2024-07-05,Completed,True
552,2025-05-23,Completed,False
553,2026-01-21,Completed,False
554,2024-11-05,Completed,True
555,2025-04-01,Completed,True
557,2024-07-07,Completed,True
558,2026-03-13,Completed,True
559,2025-10-13,Completed,True
560,2024-10-10,Completed,True
565,2024-07-28,Completed,True
566,2026-02-08,Completed,True
568,2025-04-19,Completed,True
569,2024-06-25,Completed,True
570,2025-06-28,Completed,True
571,2024-12-22,Completed,True
572,2024-02-12,Completed,True
573,2025-05-03,Completed,True
574,2024-05-15,Completed,True
575,2025-11-27,Completed,True
576,2025-09-04,Completed,True
579,2024-10-12,Completed,True
581,2026-02-04,Completed,True
582,2025-01-24,Completed,True
584,2024-07-26,Completed,True
586,2025-11-28,Completed,True
587,2025-04-17,Completed,True
589,2025-12-16,Completed,True
590,2027-02-26,Completed,True
592,2024-10-13,Completed,True
595,2026-07-01,Completed,True
596,2025-01-19,Completed,True
598,2025-03-04,Completed,True
599,2024-09-27,Completed,True
600,2025-04-05,Completed,True
601,2024-05-11,Completed,True
603,2024-10-10,Completed,False
604,2025-02-22,Completed,True
605,2024-03-08,Completed,True
607,2024-09-21,Completed,True
608,2025-05-26,Completed,True
609,2025-05-17,Completed,True
610,2025-10-04,Completed,True
611,2024-12-11,Completed,True
612,2024-07-18,Completed,True
613,2024-08-16,Completed,True
614,2025-02-23,Completed,True
616,2025-02-02,Completed,True
617,2024-02-11,Completed,True
618,2024-09-22,Completed,True
620,2025-08-14,Completed,True
621,2024-01-07,Completed,True
623,2025-08-11,Completed,True
624,2024-10-22,Completed,True
625,2025-10-19,Completed,False
626,2024-05-22,Completed,True
627,2024-08-02,Completed,True
628,2025-05-31,Completed,True
629,2025-11-28,Completed,True
630,2025-10-13,Completed,True
631,2024-12-11,Completed,True
633,2024-10-26,Completed,True
634,2024-03-29,Completed,True
635,2024-11-08,Completed,True
636,2024-05-04,Completed,True
637,2024-05-11,Completed,False
638,2025-06-30,Completed,True
639,2025-11-21,Completed,True
640,2024-08-13,Completed,True
642,2025-08-03,Completed,True
643,2024-08-11,Completed,True
644,2024-09-15,Completed,True
645,2025-08-09,Completed,True
646,2024-09-18,Completed,True
648,2024-09-11,Completed,True
652,2025-12-10,Completed,True
654,2025-11-09,Completed,True
656,2025-02-03,Completed,True
657,2025-05-30,Completed,True
658,2024-05-12,Completed,True
659,2024-04-26,Completed,True
661,2024-05-17,Completed,True
662,2024-12-31,Completed,True
664,2024-06-10,Completed,False
665,2025-02-12,Completed,True
666,2024-06-12,Completed,False
669,2024-12-25,Completed,True
671,2025-05-12,Completed,True
672,2026-01-04,Completed,True
674,2025-11-27,Completed,True
675,2025-05-17,Completed,True
676,2025-08-17,Completed,True
677,2024-08-04,Completed,True
678,2024-08-29,Completed,True
680,2024-09-02,Completed,True
681,2025-04-08,Completed,True
682,2024-10-07,Completed,True
683,2025-06-20,Completed,True
684,2025-01-29,Completed,True
685,2024-10-12,Completed,True
686,2024-12-04,Completed,True
687,2025-11-29,Completed,True
688,2024-11-28,Completed,True
689,2024-11-09,Completed,True
691,2024-12-27,Completed,True
692,2025-08-22,Completed,True
696,2025-06-02,Completed,True
698,2025-08-02,Completed,True
702,2024-09-27,Completed,True
703,2025-10-30,Completed,True
704,2024-12-17,Completed,True
706,2025-03-12,Completed,True
707,2025-09-11,Completed,True
708,2025-05-14,Completed,True
712,2027-05-05,Completed,True
714,2024-09-28,Completed,True
715,2025-05-28,Completed,True
716,2025-01-10,Completed,False
717,2025-02-11,Completed,True
719,2025-04-25,Completed,True
721,2025-12-05,Completed,True
723,2025-11-21,Completed,True
725,2024-06-14,Completed,False
726,2024-09-17,Completed,False
727,2024-03-28,Completed,True
728,2025-11-11,Completed,True
729,2025-07-08,Completed,True
730,2025-04-16,Completed,False
732,2025-02-08,Completed,True
734,2025-07-17,Completed,True
736,2025-03-07,Completed,True
739,2025-05-11,Completed,True
743,2025-06-21,Completed,True
744,2025-05-30,Completed,True
745,2024-10-27,Completed,True
747,2026-02-04,Completed,True
748,2025-07-30,Completed,True
750,2024-05-24,Completed,False
751,2025-06-30,Completed,True
753,2025-05-22,Completed,True
754,2024-07-13,Completed,True
756,2025-03-16,Completed,True
757,2024-07-21,Completed,True
758,2025-07-04,Completed,True
761,2025-06-03,Completed,True
762,2025-09-04,Completed,True
763,2025-09-21,Completed,True
764,2024-06-07,Completed,True
765,2025-10-07,Completed,True
766,2024-04-07,Completed,True
768,2025-09-20,Completed,True
769,2025-04-09,Completed,True
772,2026-10-07,Completed,True
773,2025-04-10,Completed,True
774,2024-03-10,Completed,True
775,2025-12-28,Completed,True
776,2024-07-13,Completed,True
777,2025-03-12,Completed,True
778,2024-09-14,Completed,True
782,2025-12-21,Completed,True
783,2025-05-09,Completed,True
789,2024-07-27,Completed,True
790,2025-12-15,Completed,True
791,2025-02-21,Completed,True
792,2025-05-26,Completed,True
793,2025-04-06,Completed,True
795,2025-10-03,Completed,True
796,2025-01-29,Completed,True
797,2026-01-12,Completed,True
798,2025-05-05,Completed,False
803,2025-04-25,Completed,True
804,2025-03-16,Completed,True
805,2026-02-28,Completed,True
806,2024-04-26,Completed,True
807,2024-04-26,Completed,True
808,2025-01-23,Completed,True
810,2024-07-15,Completed,True
811,2025-08-13,Completed,True
814,2025-10-17,Completed,True
815,2025-07-19,Completed,True
816,2024-04-20,Completed,True
818,2025-04-11,Completed,True
820,2025-12-13,Completed,True
821,2025-04-08,Completed,True
822,2024-12-11,Completed,True
824,2025-12-30,Completed,True
827,2026-06-21,Completed,True
828,2024-11-29,Completed,True
829,2026-03-06,Completed,False
830,2026-02-22,Completed,True
834,2025-11-25,Completed,True
835,2024-08-21,Completed,False
836,2025-03-05,Completed,True
837,2025-09-28,Completed,True
838,2024-07-23,Completed,True
839,2024-07-20,Completed,False
840,2025-07-26,Completed,True
841,2025-01-22,Completed,True
842,2024-08-19,Completed,True
843,2025-04-19,Completed,True
844,2026-03-15,Completed,True
845,2024-12-23,Completed,True
847,2025-11-04,Completed,False
849,2024-01-30,Completed,True
852,2025-09-01,Completed,True
853,2025-06-29,Completed,True
854,2025-05-29,Completed,True
855,2025-07-10,Completed,True
857,2025-03-27,Completed,True
858,2025-04-15,Completed,True
860,2025-06-27,Completed,True
861,2024-03-21,Completed,True
862,2026-01-16,Completed,True
866,2024-08-01,Completed,True
867,2025-03-25,Completed,True
869,2025-08-31,Completed,True
872,2026-05-24,Completed,True
873,2025-09-21,Completed,False
876,2025-11-26,Completed,True
877,2024-10-20,Completed,True
882,2024-11-16,Completed,True
884,2024-08-04,Completed,True
888,2024-07-09,Completed,True
889,2024-02-07,Completed,True
890,2025-10-27,Completed,True
891,2025-09-27,Completed,False
892,2026-02-03,Completed,True
894,2024-10-28,Completed,True
897,2025-09-14,Completed,True
900,2025-06-24,Completed,True
901,2024-03-28,Completed,True
903,2026-01-12,Completed,True
904,2024-05-04,Completed,False
907,2025-08-29,Completed,True
908,2025-10-27,Completed,False
909,2025-03-27,Completed,True
910,2024-04-10,Completed,True
911,2025-03-17,Completed,True
913,2026-03-22,Completed,True
915,2024-08-29,Completed,True
916,2024-07-02,Completed,True
917,2024-07-26,Completed,True
919,2025-02-08,Completed,True
920,2024-12-12,Completed,True
921,2024-10-14,Completed,True
923,2024-05-23,Completed,True
924,2024-07-03,Completed,True
928,2025-11-14,Completed,True
930,2024-04-08,Completed,True
932,2024-03-26,Completed,True
933,2024-04-06,Completed,False
934,2024-11-12,Completed,True
935,2026-02-15,Completed,True
938,2026-01-18,Completed,True
940,2024-08-06,Completed,True
942,2024-03-03,Completed,True
943,2024-07-05,Completed,True
944,2025-12-30,Completed,True
945,2024-10-24,Completed,True
948,2025-01-21,Completed,True
949,2024-03-20,Completed,False
950,2025-01-01,Completed,True
952,2025-06-11,Completed,True
954,2025-02-26,Completed,True
955,2026-01-01,Completed,True
957,2024-06-15,Completed,True
960,2025-12-10,Completed,True
962,2024-05-26,Completed,True
964,2025-04-05,Completed,True
965,2025-05-18,Completed,False
967,2024-08-02,Completed,True
969,2025-10-06,Completed,True
970,2025-06-09,Completed,True
971,2025-03-02,Completed,True
972,2025-05-10,Completed,True
974,2024-01-31,Completed,True
976,2025-09-10,Completed,True
979,2025-05-29,Completed,False
981,2024-05-05,Completed,True
982,2025-05-26,Completed,True
983,2024-11-11,Completed,True
984,2024-05-14,Completed,True
985,2025-07-06,Completed,True
986,2025-09-17,Completed,True
988,2024-11-17,Completed,True
990,2025-08-27,Completed,True
991,2026-01-14,Completed,True
993,2025-12-18,Completed,True
994,2025-06-28,Completed,True
995,2026-01-29,Completed,True
997,2024-11-14,Completed,False
998,2025-05-30,Completed,True
999,2025-02-14,Completed,True
1002,2025-07-30,Completed,True
1003,2024-11-27,Completed,True
1004,2024-07-15,Completed,True
1005,2025-11-23,Completed,True
1007,2025-12-14,Completed,True
1008,2024-04-28,Completed,True
1009,2025-11-10,Completed,True
1011,2024-04-18,Completed,True
1012,2024-08-16,Completed,True
1013,2025-10-13,Completed,True
1014,2024-11-28,Completed,True
1015,2025-09-03,Completed,True
1017,2024-06-29,Completed,True
1018,2024-12-19,Completed,True
1019,2024-12-11,Completed,False
1020,2024-09-20,Completed,False
1025,2024-08-02,Completed,True
1027,2024-07-21,Completed,True
1028,2024-04-27,Completed,True
1029,2024-09-25,Completed,True
1030,2025-04-22,Completed,True
1031,2025-06-24,Completed,True
1032,2024-07-12,Completed,True
1033,2024-11-04,Completed,True
1035,2025-02-28,Completed,False
1038,2025-09-10,Completed,True
1039,2025-10-25,Completed,True
1040,2025-04-06,Completed,False
1042,2025-02-25,Completed,False
1043,2025-12-05,Completed,True
1044,2025-02-05,Completed,True
1045,2025-03-12,Completed,True
1046,2024-06-27,Completed,True
1049,2024-02-12,Completed,True
1050,2025-12-24,Completed,True
1051,2024-10-24,Completed,True
1052,2025-02-15,Completed,True
1053,2025-04-04,Completed,False
1054,2025-03-13,Completed,True
1056,2027-01-06,Completed,True
1057,2025-01-21,Completed,True
1058,2026-05-01,Completed,True
1062,2024-09-23,Completed,False
1064,2024-04-27,Completed,True
1065,2025-01-22,Completed,True
1066,2024-04-13,Completed,True
1067,2025-10-16,Completed,True
1070,2024-10-31,Completed,True
1072,2025-12-07,Completed,True
1073,2025-10-27,Completed,True
1074,2024-10-23,Completed,True
1075,2024-07-28,Completed,True
1077,2025-09-09,Completed,False
1080,2024-12-18,Completed,True
1081,2024-05-10,Completed,True
1082,2024-06-20,Completed,True
1083,2025-10-23,Completed,True
1084,2024-05-02,Completed,True
1085,2026-03-18,Completed,False
1086,2024-09-28,Completed,True
1088,2026-06-08,Completed,True
1089,2024-11-22,Completed,True
1090,2024-06-03,Completed,True
1092,2025-11-01,Completed,True
1093,2024-04-05,Completed,True
1095,2025-12-27,Completed,True
1096,2025-07-22,Completed,True
1097,2025-07-25,Completed,True
1098,2024-03-09,Completed,True
1099,2026-03-08,Completed,True
1100,2025-04-10,Completed,True
1102,2025-09-26,Completed,True
1104,2025-03-28,Completed,False
1107,2025-04-15,Completed,True
1108,2025-04-18,Completed,True
1109,2024-09-05,Completed,True
1110,2024-04-07,Completed,True
1111,2025-08-02,Completed,True
1112,2026-07-14,Completed,True
1113,2024-07-20,Completed,False
1114,2025-12-18,Completed,True
1116,2025-08-17,Completed,True
1117,2024-11-23,Completed,True
1118,2024-12-29,Completed,True
1119,2025-06-17,Completed,True
1120,2025-01-02,Completed,True
1121,2025-06-21,Completed,True
1123,2027-05-01,Completed,True
1124,2024-10-29,Completed,True
1126,2025-06-27,Completed,True
1127,2024-08-31,Completed,True
1128,2025-10-12,Completed,True
1129,2025-11-11,Completed,True
1130,2024-08-28,Completed,True
1132,2024-05-19,Completed,True
1133,2025-02-08,Completed,True
1134,2024-06-10,Completed,True
1135,2024-11-16,Completed,True
1136,2026-01-24,Completed,True
1137,2026-01-08,Completed,True
1138,2025-04-04,Completed,True
1139,2024-11-24,Completed,True
1141,2024-11-27,Completed,True
1142,2024-12-13,Completed,True
1143,2025-11-07,Completed,True
1144,2025-02-27,Completed,True
1145,2025-05-06,Completed,True
1146,2024-11-09,Completed,True
1147,2025-01-06,Completed,False
1148,2025-04-17,Completed,True
1149,2024-02-20,Completed,True
1150,2024-07-25,Completed,True
1151,2025-07-14,Completed,True
1152,2025-09-14,Completed,True
1153,2024-05-31,Completed,True
1154,2025-04-01,Completed,True
1155,2024-07-14,Completed,True
1156,2024-08-17,Completed,True
1157,2025-08-06,Completed,True
1158,2024-10-22,Completed,True
1160,2025-08-09,Completed,True
1161,2026-01-29,Completed,True
1162,2024-07-28,Completed,True
1164,2024-07-25,Completed,True
1165,2025-09-27,Completed,True
1166,2026-01-26,Completed,True
1167,2025-04-28,Completed,True
1168,2025-08-09,Completed,True
1169,2024-02-09,Completed,True
1171,2025-04-26,Completed,True
1172,2025-09-13,Completed,True
1173,2025-07-23,Completed,True
1175,2024-09-08,Completed,True
1178,2024-10-19,Completed,True
1179,2025-03-07,Completed,False
1180,2025-11-15,Completed,True
1181,2024-06-11,Completed,True
1182,2024-09-04,Completed,True
1183,2025-04-02,Completed,True
1185,2024-08-08,Completed,True
1186,2025-06-24,Completed,True
1187,2025-12-07,Completed,True
1188,2024-07-06,Completed,True
1189,2024-05-18,Completed,True
1190,2025-08-16,Completed,True
1191,2024-09-21,Completed,True
1192,2024-03-19,Completed,True
1193,2026-02-13,Completed,True
1194,2024-12-07,Completed,True
1195,2025-09-02,Completed,True
1199,2025-05-19,Completed,True
1201,2024-05-25,Completed,True
1203,2025-09-04,Completed,True
1205,2024-07-10,Completed,True
1207,2025-09-25,Completed,True
1208,2024-07-23,Completed,True
1209,2025-11-13,Completed,True
1210,2026-01-26,Completed,True
1211,2026-01-25,Completed,False
1212,2026-03-02,Completed,False
1213,2024-03-13,Completed,True
1215,2025-08-19,Completed,True
1217,2025-03-14,Completed,True
1219,2024-11-08,Completed,True
1222,2025-12-22,Completed,True
1223,2025-11-22,Completed,True
1224,2025-09-08,Completed,True
1228,2025-12-18,Completed,True
1229,2024-12-30,Completed,True
1230,2024-05-05,Completed,True
1231,2024-11-25,Completed,True
1232,2025-09-29,Completed,True
1237,2025-06-12,Completed,True
1238,2025-01-27,Completed,False
1242,2024-06-04,Completed,True
1243,2024-03-26,Completed,True
1245,2024-11-25,Completed,True
1246,2025-12-28,Completed,False
1247,2024-07-17,Completed,True
1250,2024-07-28,Completed,True
1251,2026-10-09,Completed,True
1253,2025-12-14,Completed,True
1254,2025-11-17,Completed,True
1255,2025-06-29,Completed,True
1256,2024-06-21,Completed,True
1257,2025-04-13,Completed,True
1258,2025-11-11,Completed,True
1259,2026-01-04,Completed,True
1260,2025-09-13,Completed,True
1261,2025-11-01,Completed,True
1262,2024-11-22,Completed,True
1263,2026-09-13,Completed,True
1264,2025-06-09,Completed,True
1266,2025-01-27,Completed,True
1267,2024-11-17,Completed,True
1268,2024-11-19,Completed,False
1269,2025-08-06,Completed,False
1270,2024-08-27,Completed,True
1271,2025-07-29,Completed,True
1272,2025-09-08,Completed,True
1273,2025-03-02,Completed,True
1274,2025-09-27,Completed,True
1275,2025-06-19,Completed,True
1277,2026-01-22,Completed,True
1278,2025-05-19,Completed,True
1282,2025-08-13,Completed,True
1283,2025-11-06,Completed,True
1284,2024-07-02,Completed,True
1285,2024-12-27,Completed,True
1286,2025-05-11,Completed,True
1287,2025-10-14,Completed,True
1288,2024-07-12,Completed,True
1289,2025-08-05,Completed,True
1290,2025-01-03,Completed,True
1291,2025-05-30,Completed,True
1292,2025-09-01,Completed,True
1293,2025-06-25,Completed,True
1297,2024-06-16,Completed,True
1298,2024-05-14,Completed,True
1299,2025-02-14,Completed,True
1300,2024-07-18,Completed,False
1302,2025-07-12,Completed,True
1303,2024-07-17,Completed,True
1304,2025-12-03,Completed,True
1305,2025-03-25,Completed,True
1306,2024-04-12,Completed,True
1308,2024-04-05,Completed,True
1309,2024-12-08,Completed,True
1310,2025-01-27,Completed,True
1311,2024-07-30,Completed,True
1312,2024-09-23,Completed,True
1314,2025-01-06,Completed,True
1315,2024-05-20,Completed,True
1316,2024-10-16,Completed,True
1317,2024-03-11,Completed,True
