id,date,state,category,amount_sanctioned,amount_disbursed,vendor_frequency,delay_days,project_id,vendor_id
34,2020-01-22,Maharashtra,Education,138352.86638481863,5429.381160471242,1,42.75772323801851,PRJ_52,VEN_22
35,2020-09-09,Maharashtra,Water,26538.575797091027,27086.06802980038,0,10.962516868604446,PRJ_89,VEN_43
36,2022-01-17,Karnataka,Education,201537.63915239024,90855.02770155466,2,6.515120541554131,PRJ_24,VEN_23
37,2022-05-06,Tamil Nadu,Water,52049.84770268515,43535.827691931096,3,3.9997280458639626,PRJ_72,VEN_49
38,2021-07-14,Tamil Nadu,Health,145597.15581712357,25702.32380090725,1,0.7659419436255569,PRJ_9,VEN_4
39,2021-04-19,Uttar Pradesh,Health,124797.66608338365,122019.627975154,5,4.689872440320814,PRJ_37,VEN_29
40,2020-02-28,Maharashtra,Health,21188.16758361089,18305.544614523424,3,15.929972717133102,PRJ_94,VEN_15
41,2021-05-25,Maharashtra,Education,99002.50233556765,11854.280737226607,3,11.441219200886128,PRJ_83,VEN_1
42,2021-11-12,Delhi,Health,82973.34335913789,25689.353287420694,4,43.24711458310721,PRJ_53,VEN_30
43,2021-04-20,Uttar Pradesh,Infrastructure,61716.812307105654,47404.25957568831,1,7.569603454509615,PRJ_80,VEN_29
44,2021-11-30,Delhi,Water,54482.14160410592,3952.9045002117477,2,17.755855245374764,PRJ_24,VEN_20
45,2022-09-02,Delhi,Water,54946.03222850894,29286.1106537056,2,10.080262321158042,PRJ_21,VEN_33
46,2022-02-21,Delhi,Infrastructure,134954.02254129917,49530.554241523896,2,10.7793201168603,PRJ_40,VEN_41
47,2020-07-08,Karnataka,Education,106714.30692181726,16820.579310559686,2,4.674997487359145,PRJ_62,VEN_44
48,2022-08-15,Karnataka,Education,61727.131774638576,66633.63548168633,3,9.103187560142871,PRJ_70,VEN_36
49,2021-11-17,Delhi,Water,13467.89324292261,41822.370819097116,3,9.545407452406128,PRJ_69,VEN_22
50,2022-08-15,Uttar Pradesh,Health,98168.76948574065,187471.68853486676,2,18.39545027018874,PRJ_14,VEN_13
51,2021-07-16,Maharashtra,Education,123452.7312879438,10398.294719631005,3,42.36201999617988,PRJ_42,VEN_7
52,2022-05-25,Uttar Pradesh,Education,597440.5652451069,50549.5766984721,1,5.991975910071939,PRJ_50,VEN_8
53,2021-07-20,Tamil Nadu,Infrastructure,175506.79921528415,7963.91579722054,3,0.6467517045061708,PRJ_61,VEN_28
54,2020-08-31,Karnataka,Infrastructure,8962.671428960257,4379.253472271554,5,10.286471233369411,PRJ_4,VEN_45
55,2022-04-11,Maharashtra,Health,64759.0927982195,2876.901589958311,0,11.794120123266504,PRJ_72,VEN_43
56,2021-05-19,Maharashtra,Education,366361.20647970896,37734.27163390733,1,2.7667873045816997,PRJ_88,VEN_9
57,2020-05-10,Tamil Nadu,Education,111697.41661488793,26482.72503529677,2,21.435811369822325,PRJ_75,VEN_25
58,2021-04-29,Tamil Nadu,Infrastructure,83170.84630151211,13642.55107185653,0,62.92485160417728,PRJ_17,VEN_16
59,2022-03-29,Delhi,Education,147300.30291753437,3738.7090837410537,2,43.719120051658834,PRJ_85,VEN_10
60,2021-10-08,Karnataka,Water,32132.45331231183,11043.677528867744,0,3.2929894062714493,PRJ_57,VEN_11
61,2020-01-21,Karnataka,Infrastructure,96576.43019874398,22116.805041864918,2,31.23527536899832,PRJ_90,VEN_31
62,2022-04-20,Uttar Pradesh,Health,46608.208888616115,48687.09902016465,1,18.285973610730302,PRJ_48,VEN_12
63,2020-06-15,Delhi,Infrastructure,58710.65550851772,21665.236487295977,3,9.07282986070383,PRJ_44,VEN_31
64,2020-09-30,Delhi,Education,137098.44394366906,28340.873720381675,2,11.667868814024919,PRJ_45,VEN_14
65,2021-01-22,Delhi,Health,23701.340756038113,15121.420882458797,5,28.416870463714037,PRJ_91,VEN_44
66,2021-08-23,Delhi,Infrastructure,217071.58736320172,126655.26204918788,3,9.812790005804976,PRJ_80,VEN_32
67,2020-11-11,Karnataka,Water,39229.646920245905,7956.54672087651,1,7.007092879173951,PRJ_90,VEN_17
68,2020-01-14,Karnataka,Water,77704.06356720059,10946.354776675804,1,10.195988197513719,PRJ_33,VEN_35
69,2020-08-29,Delhi,Infrastructure,14757.283547582607,13462.211966725876,3,12.981462239471014,PRJ_31,VEN_1
70,2022-02-15,Uttar Pradesh,Water,122987.41239571151,37899.9244618205,0,3.1437447015388296,PRJ_47,VEN_29
71,2020-12-11,Maharashtra,Water,254359.5092294461,7794.2394689856865,0,34.67555768101557,PRJ_6,VEN_4
72,2021-07-18,Maharashtra,Water,35787.66109333763,25228.22258168361,1,16.82147287163343,PRJ_72,VEN_23
73,2022-06-16,Uttar Pradesh,Health,19727.652555225635,25975.52801111741,1,15.046896664575604,PRJ_71,VEN_28
74,2020-12-05,Delhi,Water,79061.63876412802,10999.906252746718,2,1.5720138535576207,PRJ_34,VEN_16
75,2020-04-01,Karnataka,Water,256481.19959781726,30637.48263223389,4,13.901706030456227,PRJ_53,VEN_12
76,2021-01-01,Maharashtra,Water,14046.709310009759,8040.013982292191,2,1.9338844416165966,PRJ_14,VEN_21
77,2022-08-13,Tamil Nadu,Health,19805.041763157285,7207.849053447125,6,1.229505592118696,PRJ_16,VEN_45
78,2021-03-30,Tamil Nadu,Infrastructure,38017.826293204096,24333.414243237406,1,11.239760868790308,PRJ_43,VEN_17
79,2021-03-03,Uttar Pradesh,Education,26361.402042726204,4189.113496522771,2,7.732184859712059,PRJ_73,VEN_40
80,2021-05-23,Delhi,Water,26444.79240468032,2579.1039140483645,1,13.330508118209142,PRJ_74,VEN_13
81,2022-02-14,Maharashtra,Infrastructure,7375.207912501122,37527.651020813704,3,1.4018442629129633,PRJ_81,VEN_32
82,2022-07-31,Delhi,Water,107910.4448111259,62879.15209960742,3,8.457676181606868,PRJ_12,VEN_37
83,2020-02-04,Maharashtra,Health,84012.4686290171,13810.671664359123,2,2.881700982628026,PRJ_70,VEN_15
84,2020-07-24,Uttar Pradesh,Infrastructure,10950.61392843098,11292.898410645419,4,65.25801942631387,PRJ_19,VEN_12
85,2020-03-21,Uttar Pradesh,Health,257093.66685715577,60206.47754806298,2,12.35397141024797,PRJ_41,VEN_49
86,2022-07-20,Tamil Nadu,Water,321609.16529436107,7005.576697963449,3,17.444231778371943,PRJ_53,VEN_15
87,2021-07-15,Delhi,Water,28256.942263349178,5634.295380573646,2,5.904936829093688,PRJ_29,VEN_34
88,2022-05-21,Tamil Nadu,Health,192249.3662698971,44695.87183751026,2,1.4929782739723179,PRJ_70,VEN_6
89,2021-01-22,Delhi,Education,33758.99553000309,22226.44747537748,1,55.86502733433151,PRJ_59,VEN_17
90,2020-01-02,Tamil Nadu,Health,71762.44084871937,63887.35537251664,3,5.058527656841592,PRJ_89,VEN_48
91,2021-01-24,Karnataka,Water,25958.071092086688,2590.831436733195,3,8.269719928064276,PRJ_64,VEN_49
92,2021-07-19,Karnataka,Health,548121.0981058798,5427.999934466006,2,15.741501073866328,PRJ_24,VEN_20
93,2020-04-15,Karnataka,Education,44532.8666822688,22344.423472397393,0,0.3751108838483507,PRJ_89,VEN_9
94,2022-02-10,Karnataka,Health,67944.67314924822,33445.53916889255,1,24.93143973798475,PRJ_16,VEN_5
95,2022-04-01,Maharashtra,Education,30093.443784279167,51379.63094010002,1,11.536764044740067,PRJ_52,VEN_23
96,2021-04-21,Karnataka,Education,385122.0581713119,26234.16292502325,5,4.89046497686045,PRJ_80,VEN_33
97,2021-12-03,Uttar Pradesh,Health,394989.5730090548,25968.90540579343,1,0.9538123673292078,PRJ_6,VEN_38
98,2021-02-05,Uttar Pradesh,Health,305874.1987669829,14922.097648967449,3,2.659981849708337,PRJ_37,VEN_14
99,2021-12-30,Maharashtra,Infrastructure,155817.44059380906,108110.0430945682,2,33.811761691478196,PRJ_85,VEN_17
100,2021-07-09,Karnataka,Water,32055.06400250619,7309.839121723639,3,17.376591635136876,PRJ_4,VEN_19
101,2020-06-10,Karnataka,Education,137015.60397640595,31540.261531991513,4,4.313265648285084,PRJ_98,VEN_33
102,2020-07-20,Karnataka,Infrastructure,59453.94160361482,8202.474577019977,3,1.0177722833530742,PRJ_92,VEN_1
103,2022-08-15,Tamil Nadu,Health,222439.09699355825,37600.72254459842,3,17.597547489775476,PRJ_38,VEN_13
104,2022-09-22,Delhi,Water,182755.05781391144,7808.6114100078985,2,12.743777523108198,PRJ_41,VEN_46
105,2020-09-26,Tamil Nadu,Infrastructure,31280.007108844628,46342.54415966021,3,7.775800160819692,PRJ_92,VEN_27
106,2022-05-12,Delhi,Education,154480.90923099063,24639.470964602235,2,6.7791895985503725,PRJ_81,VEN_6
107,2022-03-26,Karnataka,Infrastructure,118424.9197377171,126075.87323803086,2,3.6657812343734983,PRJ_14,VEN_6
108,2020-09-27,Karnataka,Education,3738.4902673759166,16630.279062745558,5,16.612279610087544,PRJ_71,VEN_33
109,2021-03-31,Tamil Nadu,Health,133377.22084900344,33690.32948465476,4,52.93615734468625,PRJ_86,VEN_30
110,2021-04-06,Tamil Nadu,Water,38878.792903035646,10100.535482965033,1,2.8985884999403964,PRJ_51,VEN_46
111,2021-12-27,Delhi,Water,24685.160328987487,16516.365115860517,2,13.636622079073673,PRJ_65,VEN_35
112,2020-09-08,Uttar Pradesh,Water,25764.15324574481,24483.372176428045,3,8.279534208654454,PRJ_93,VEN_23
113,2021-12-02,Delhi,Health,52300.2852614501,4782.793540752614,2,8.877518185030912,PRJ_52,VEN_10
114,2020-10-22,Tamil Nadu,Education,96766.83298375075,5336.770991475085,2,4.398406870715004,PRJ_95,VEN_19
115,2021-12-25,Tamil Nadu,Health,15283.635775019797,40129.19084989965,0,26.156104804196026,PRJ_30,VEN_28
116,2021-12-20,Maharashtra,Water,72391.76553583053,19032.68757169223,3,9.961272303867275,PRJ_57,VEN_23
117,2022-01-18,Tamil Nadu,Health,106591.3951133991,12174.190620743926,2,11.759405428085326,PRJ_79,VEN_4
118,2020-12-03,Maharashtra,Health,385310.8860560201,10540.853748097634,3,5.452492233176746,PRJ_82,VEN_20
119,2022-05-28,Uttar Pradesh,Health,20400.400883167105,10954.561285647844,2,3.009882303550674,PRJ_99,VEN_19
120,2020-02-22,Delhi,Education,42208.96056814928,24650.456905231218,3,1.3474000318825359,PRJ_30,VEN_42
121,2022-03-02,Delhi,Infrastructure,77781.81734989981,34373.31666815645,2,18.782701974224867,PRJ_98,VEN_27
122,2022-07-10,Maharashtra,Infrastructure,188604.84350070002,2718.6555945074433,2,3.2767117110169637,PRJ_42,VEN_34
123,2020-08-04,Delhi,Health,44168.89639266273,90475.47122560308,2,17.57139133619366,PRJ_11,VEN_4
124,2022-02-02,Tamil Nadu,Infrastructure,198519.25402074776,84263.22110304798,3,7.423704554725857,PRJ_27,VEN_38
125,2020-07-06,Karnataka,Infrastructure,8626.875637920315,2141.678692925032,2,8.062031336106298,PRJ_24,VEN_7
126,2021-01-14,Maharashtra,Health,17096.8891840166,65246.43556410663,1,9.499913718221059,PRJ_99,VEN_48
127,2021-05-07,Delhi,Health,84850.3456517603,63273.30842355509,1,6.876071547719396,PRJ_39,VEN_7
128,2020-02-10,Maharashtra,Water,14605.822096090078,22036.28064335713,3,1.5907442492102624,PRJ_72,VEN_26
129,2020-06-05,Maharashtra,Infrastructure,18500.064050197914,6019.932816044676,0,5.55795322526694,PRJ_18,VEN_26
130,2020-01-15,Karnataka,Education,35320.65275622909,60792.888257578226,0,16.347807573004406,PRJ_77,VEN_19
131,2022-03-23,Tamil Nadu,Health,129500.36671785447,17305.314566801637,3,16.43953484504535,PRJ_45,VEN_9
132,2020-03-05,Maharashtra,Water,8991.501736146052,38134.65942624904,2,5.057797826972016,PRJ_88,VEN_20
133,2022-05-06,Delhi,Education,70990.28830013053,202643.0370464386,2,9.24564309999532,PRJ_87,VEN_42
134,2022-04-18,Uttar Pradesh,Infrastructure,168209.23790394585,28334.537633806307,0,3.224789253275158,PRJ_12,VEN_45
135,2021-06-04,Maharashtra,Water,49269.218388547284,8805.354737272384,2,3.5429015062444815,PRJ_49,VEN_16
136,2020-12-09,Maharashtra,Health,41405.53184814239,15744.856273134443,1,0.3497523755550383,PRJ_94,VEN_17
137,2020-05-08,Karnataka,Education,89480.07757512301,10002.142907398103,2,34.058529491432445,PRJ_31,VEN_22
138,2021-10-09,Tamil Nadu,Health,49409.05308810293,33978.719733242855,3,3.549258698840864,PRJ_92,VEN_13
139,2021-04-16,Uttar Pradesh,Infrastructure,240505.8713290942,9837.259461550904,1,3.872506872169053,PRJ_22,VEN_12
140,2020-03-03,Delhi,Education,19704.19798807123,13727.392630741975,5,4.9192598154359475,PRJ_44,VEN_10
141,2020-05-18,Uttar Pradesh,Infrastructure,56860.48101659206,6097.10669651048,1,2.044309027531089,PRJ_92,VEN_1
142,2021-05-13,Delhi,Infrastructure,73547.47352227634,19301.015584765682,2,15.294086912704545,PRJ_64,VEN_32
143,2021-08-15,Tamil Nadu,Water,41008.963680856614,26285.028389090163,2,1.1717414608294778,PRJ_77,VEN_30
144,2021-01-26,Delhi,Health,3390.4479729008335,1502.9903254148255,1,2.161562195818809,PRJ_25,VEN_8
145,2021-11-05,Karnataka,Education,50975.2292100183,28554.606811243826,3,15.524286704863925,PRJ_51,VEN_21
146,2021-02-22,Karnataka,Infrastructure,147292.69181251634,21042.506056400398,1,6.225020470969292,PRJ_7,VEN_22
147,2020-10-15,Karnataka,Infrastructure,130367.04656227307,10249.744436628542,1,18.462342254903913,PRJ_6,VEN_18
148,2021-01-13,Karnataka,Education,85372.42899595339,167481.62525671592,1,12.227171406781741,PRJ_24,VEN_2
149,2022-02-11,Uttar Pradesh,Infrastructure,19973.0199966901,57438.86981493826,1,4.436140544550087,PRJ_19,VEN_48
150,2021-05-04,Tamil Nadu,Water,88903.73751959561,7358.397918036228,4,15.782857495696536,PRJ_83,VEN_44
151,2020-08-18,Delhi,Water,33744.1442808522,50931.5004042391,0,1.8541178605473345,PRJ_9,VEN_9
152,2020-02-10,Delhi,Water,85261.89412560775,76458.0937819665,1,11.531333466036669,PRJ_36,VEN_3
153,2020-01-28,Karnataka,Water,67609.58293662823,25135.109249285713,1,8.621081242095126,PRJ_40,VEN_26
154,2020-05-14,Karnataka,Infrastructure,22553.030557994243,31616.740973896744,1,4.677031182943026,PRJ_93,VEN_21
155,2020-07-19,Maharashtra,Education,24527.351476762316,30894.908224268383,1,13.895305325423845,PRJ_24,VEN_30
156,2022-04-19,Tamil Nadu,Education,85393.26004065105,2735.8135816976906,1,30.757983167922283,PRJ_48,VEN_28
157,2022-02-18,Uttar Pradesh,Education,47996.66962697119,18272.096671814,0,102.25090146488351,PRJ_63,VEN_36
158,2022-07-18,Delhi,Education,25841.023580045858,17345.47870453301,3,14.038326606950097,PRJ_69,VEN_26
159,2020-02-02,Maharashtra,Health,23793.549898791185,92056.30102882102,0,7.78049500077345,PRJ_53,VEN_34
160,2020-02-17,Maharashtra,Education,44186.259646660255,30752.539757439914,3,3.82739267138196,PRJ_54,VEN_8
161,2021-05-17,Delhi,Health,287249.0230664816,16356.637183269428,1,4.457828532991661,PRJ_42,VEN_10
162,2021-02-10,Uttar Pradesh,Health,35380.707609703575,20128.16302757377,6,9.793183460355921,PRJ_45,VEN_48
163,2021-07-27,Maharashtra,Water,59040.59054866755,61290.8338651703,1,6.8658548955368035,PRJ_90,VEN_43
164,2021-12-28,Maharashtra,Health,66280.0540943785,18313.894934476823,2,36.76880387150371,PRJ_14,VEN_14
165,2022-03-15,Tamil Nadu,Infrastructure,19321.497372349688,10957.774320232284,1,6.8900025939990766,PRJ_29,VEN_40
166,2020-04-08,Uttar Pradesh,Health,10271.902316081998,16718.94534302818,1,7.012770999750628,PRJ_6,VEN_15
167,2021-11-14,Maharashtra,Water,21447.412018613766,56426.61051306082,4,7.256294087759439,PRJ_7,VEN_17
168,2022-05-21,Uttar Pradesh,Health,76655.55682867572,36176.49601543723,1,27.175166859999173,PRJ_37,VEN_18
169,2021-12-26,Delhi,Infrastructure,65338.12952293462,23023.436937051636,2,15.781155151805537,PRJ_53,VEN_32
170,2022-09-13,Karnataka,Infrastructure,120862.22858655114,26676.526474531845,3,14.285331619195155,PRJ_18,VEN_38
171,2021-06-30,Maharashtra,Infrastructure,65956.446057864,12584.957448111683,0,6.100205697413825,PRJ_87,VEN_23
172,2022-08-18,Tamil Nadu,Water,53661.48020743171,18143.19066918496,1,25.548333443064884,PRJ_38,VEN_46
173,2022-01-08,Delhi,Water,32728.047961794557,11346.852574316925,1,0.5867870118380237,PRJ_59,VEN_23
174,2021-09-04,Uttar Pradesh,Education,145017.07743226894,16403.01954890646,1,30.69557702917818,PRJ_1,VEN_35
175,2022-07-31,Delhi,Water,23880.556261771824,84641.35565033632,3,10.784666024071644,PRJ_68,VEN_39
176,2021-04-06,Maharashtra,Infrastructure,19724.17821424502,7496.025221867757,1,7.618703889295146,PRJ_44,VEN_15
177,2021-10-04,Uttar Pradesh,Infrastructure,105562.18794060462,11062.124371013617,2,10.31246595350825,PRJ_47,VEN_24
178,2022-02-07,Karnataka,Water,15785.430752549111,6283.617552874447,3,16.512921114638115,PRJ_35,VEN_28
179,2020-01-05,Delhi,Health,669837.8845014687,5059.845573842824,1,0.19271407025433612,PRJ_87,VEN_16
180,2020-08-05,Maharashtra,Water,64860.45406685092,18273.8816259094,2,30.78345012450344,PRJ_91,VEN_16
181,2021-05-17,Tamil Nadu,Water,84787.72986520591,11877.37748586009,3,8.878895508280719,PRJ_60,VEN_40
182,2022-02-05,Uttar Pradesh,Infrastructure,26677.616927362404,128243.8656618252,1,6.300304536529486,PRJ_90,VEN_39
183,2021-02-01,Delhi,Education,43683.91151556301,16599.9249594973,2,2.2317739174496043,PRJ_52,VEN_6
184,2022-05-20,Delhi,Infrastructure,39075.18474031456,79969.2019117064,3,8.682963930490073,PRJ_8,VEN_2
185,2022-03-05,Karnataka,Education,34827.58458742742,57988.8758208245,2,10.287294529226799,PRJ_80,VEN_13
186,2021-01-27,Karnataka,Infrastructure,112753.77652808312,17872.9887683531,0,7.753829896139921,PRJ_41,VEN_44
187,2020-07-25,Tamil Nadu,Water,38193.62751786236,181704.2386927763,3,17.02883727530027,PRJ_3,VEN_47
188,2020-01-15,Tamil Nadu,Infrastructure,165628.27168282136,28811.617968538227,2,8.194111658536924,PRJ_96,VEN_9
189,2022-05-07,Maharashtra,Infrastructure,858706.4003093081,100008.38045451652,2,48.824377362850086,PRJ_69,VEN_34
190,2021-07-07,Maharashtra,Infrastructure,44554.06880161555,89018.26848983638,0,13.717292334909962,PRJ_84,VEN_17
191,2022-06-10,Tamil Nadu,Water,69725.0907179272,33344.495495246214,1,24.71316767748876,PRJ_14,VEN_27
192,2021-04-05,Tamil Nadu,Water,87507.69901042568,46682.78974576084,0,1.7371556044846546,PRJ_96,VEN_29
193,2021-11-21,Uttar Pradesh,Water,366408.7573619524,41112.661351345305,1,7.594819077765408,PRJ_26,VEN_37
194,2021-07-28,Karnataka,Water,55124.647323101286,7014.527037087876,1,6.161259059021475,PRJ_70,VEN_43
195,2022-05-13,Maharashtra,Education,26133.75572122205,23325.217593816466,2,12.641505685490007,PRJ_58,VEN_22
196,2022-01-12,Karnataka,Education,16876.19780695026,64488.8251280279,3,29.61147555922036,PRJ_40,VEN_24
197,2020-08-28,Karnataka,Health,56501.137663431335,101334.916744034,3,1.2236542990320278,PRJ_51,VEN_7
198,2021-07-17,Tamil Nadu,Water,38239.32750889032,10714.575911482601,2,1.1301469881698092,PRJ_5,VEN_34
199,2020-04-05,Uttar Pradesh,Education,446863.871552166,37377.765520421905,2,28.4886042827911,PRJ_77,VEN_48
200,2022-06-18,Delhi,Infrastructure,351463.9486500218,25613.381616129667,4,3.5900484123771217,PRJ_32,VEN_12
201,2022-01-03,Uttar Pradesh,Water,21282.218100643866,19577.29852493777,1,16.573375897261844,PRJ_80,VEN_23
202,2021-04-29,Uttar Pradesh,Health,29414.407857074064,31445.231506722397,3,11.742078822644977,PRJ_1,VEN_15
203,2021-02-10,Karnataka,Health,64458.063168373934,27391.75708127928,3,26.83686769649133,PRJ_77,VEN_33
204,2020-08-18,Uttar Pradesh,Health,242129.1214503792,37850.806592358895,4,2.004495135433479,PRJ_54,VEN_13
205,2022-01-18,Maharashtra,Infrastructure,63386.94068814129,93126.75125706676,2,2.0851895063699235,PRJ_11,VEN_23
206,2021-10-16,Karnataka,Education,31343.411422491507,48248.86537104867,4,12.206633565418489,PRJ_53,VEN_38
207,2020-06-19,Maharashtra,Infrastructure,56450.43017996306,30049.19824392187,3,43.887120479246924,PRJ_8,VEN_32
208,2021-06-24,Delhi,Water,31936.82897327966,142148.14349672344,2,8.042093998691362,PRJ_25,VEN_45
209,2020-02-05,Karnataka,Health,109368.39239423868,66831.48600664688,3,5.938858810904598,PRJ_40,VEN_35
210,2021-06-08,Delhi,Infrastructure,29465.232511096943,20082.449660238035,2,13.997331798001724,PRJ_32,VEN_1
211,2020-06-08,Karnataka,Infrastructure,35938.482905263896,6521.629830249732,2,39.985338588725256,PRJ_88,VEN_47
212,2022-04-18,Tamil Nadu,Education,191364.22215844758,8202.295384990837,4,27.20343649309119,PRJ_28,VEN_45
213,2021-11-29,Uttar Pradesh,Education,27767.874909448827,56007.0272423825,4,81.00063658739532,PRJ_78,VEN_5
214,2020-08-30,Tamil Nadu,Health,14099.180687942351,11727.449930066392,1,0.3424072714190632,PRJ_3,VEN_13
215,2020-03-26,Delhi,Infrastructure,65840.71871371515,8038.071923372418,1,1.7962557362462208,PRJ_91,VEN_5
216,2022-03-06,Uttar Pradesh,Infrastructure,41753.00049312451,10320.780575259938,0,14.103671413672359,PRJ_84,VEN_32
217,2021-07-31,Karnataka,Education,99849.11753818585,11076.88394014827,3,25.77009011434403,PRJ_79,VEN_21
218,2021-11-12,Uttar Pradesh,Infrastructure,82246.1562268285,51567.53917633462,1,5.0372179827851085,PRJ_62,VEN_24
219,2021-07-10,Maharashtra,Infrastructure,57993.226913531085,18830.96605210795,6,4.100990130519454,PRJ_27,VEN_18
220,2021-07-27,Uttar Pradesh,Infrastructure,56328.53784095833,5583.803196830987,1,23.195242526971583,PRJ_45,VEN_21
221,2022-08-10,Maharashtra,Education,28685.342318540177,22721.00026836576,1,0.8705055130769374,PRJ_92,VEN_10
222,2021-10-07,Uttar Pradesh,Health,65078.341109833236,27508.934792973218,3,6.915840224055438,PRJ_25,VEN_24
223,2022-03-06,Maharashtra,Water,144536.12877859885,13638.65253224671,3,10.572504708925091,PRJ_61,VEN_40
224,2020-01-28,Delhi,Health,22619.17458706612,69974.42409475791,0,12.326599618845187,PRJ_44,VEN_47
225,2021-09-11,Tamil Nadu,Water,59551.84898802075,14458.837731596117,2,19.563260697524193,PRJ_97,VEN_21
226,2021-07-09,Karnataka,Infrastructure,169124.220379777,66725.18098276168,1,6.573987034616531,PRJ_46,VEN_25
227,2020-12-05,Uttar Pradesh,Health,99252.66933162107,40005.92230153354,3,14.22772907363742,PRJ_14,VEN_23
228,2022-03-08,Tamil Nadu,Water,221787.03449489156,55637.099117694765,1,13.205727021153603,PRJ_8,VEN_22
229,2022-08-15,Karnataka,Education,33923.31008391012,7342.606438538667,3,11.898361871906964,PRJ_48,VEN_4
230,2020-11-26,Karnataka,Education,9597.24686668615,24301.909153693294,5,15.34491945626149,PRJ_14,VEN_34
231,2021-10-01,Maharashtra,Health,73178.12408273484,20893.05310595716,0,4.5054150939517985,PRJ_65,VEN_6
232,2021-05-20,Delhi,Health,86040.2780511695,5313.433285599096,1,1.3267111725646654,PRJ_80,VEN_28
