ida_id,name,jurisdiction,state
IDA_07870F79,RAICHUR(DEPUTY COMMISSIONER RAICHUR_IDA),Karnataka,Karnataka
IDA_98ED30E7,VIJAYAPURA(DEPUTY COMMISSIONER BIJAPUR_IDA),Karnataka,Karnataka
IDA_ED72EA34,AHILYANAGAR(DISTRICT COLLECTOR AHMEDNAGAR_IDA),Maharashtra,Maharashtra
IDA_33C7936D,JANGOAN(DISTRICT COLLECTOR JANGAON_IDA),Telangana,Telangana
IDA_6A8E94AE,SARAN(DISTRICT PLANNING OFFICE SARAN CHAPRA_IDA),Bihar,Bihar
IDA_A1553B34,KULLU(DEPUTY COMMISSIONER KULLU_IDA),Himachal Pradesh,Himachal Pradesh
IDA_F9146C18,KAMRUP METRO(DEPUTY COMMISSIONER KAMRUP METROPOLITAN_IDA),Assam,Assam
IDA_7EE4600A,DAVANAGERE(DEPUTY COMMISSIONER DAUANAGERE_IDA),Karnataka,Karnataka
IDA_0EB1DB2E,UTTAR BASTAR KANKER(DISTRICT COLLECTOR KANKER_IDA),Chhattisgarh,Chhattisgarh
IDA_6E8413BA,AMRELI(DISTRICT COLLECTOR AMRELI_IDA),Gujarat,Gujarat
IDA_659FB03E,ARARIA(DISTRICT PLANNING OFFICER ARARIA_IDA),Bihar,Bihar
IDA_AF59C9BE,SURYAPET(DISTRICT COLLECTOR SURYAPET),Telangana,Telangana
IDA_0E4288D2,MAHISAGAR(COLLECTOR MAHISAGAR_IDA),Gujarat,Gujarat
IDA_4DF43632,FATEHABAD(DEPUTY COMMISSIONER FATEHABAD),Haryana,Haryana
IDA_3BB3F138,GURUGRAM(DC CUM NODAL OFFICER MPLADS_5),Haryana,Haryana
IDA_00E7F42D,GADAG(DEPUTY COMMSIONER GADAG_IDA),Karnataka,Karnataka
IDA_6F3B8FDB,WANAPARTHY(DISTRICT COLLECTOR WANAPARTHY_IDA),Telangana,Telangana
IDA_6B36EC2B,BHAGALPUR(DISTRICT PLANNING OFFICER BHAGALPUR_IDA),Bihar,Bihar
IDA_4E616E6E,JHANSI(DISTRICT MAGISTRAE JHANSI_IDA),Uttar Pradesh,Uttar Pradesh
IDA_BF509A4B,BALRAMPUR-RAMANUJGANJ(DISTRICT COLLECTOR BALRAMPUR_IDA),Chhattisgarh,Chhattisgarh
IDA_EDA99C0B,RANGA REDDY(DISTRICT COLLECTOR RANGAREDDY_IDA),Telangana,Telangana
IDA_9C593982,MAHABUBNAGAR(DISTRICT COLLECTOR MAHABUBNAGAR_3),Telangana,Telangana
IDA_709B5F8F,GANJAM(DISTRICT COLLECTOR GANJAM_IDA),Odisha,Odisha
IDA_8B3D6890,WEST TRIPURA(DISTRICT MAGISTRATE WEST TRIPURA_IDA),Tripura,Tripura
IDA_D1F58634,BALLARI(DEPUTY COMMISSIONER BELLARY_IDA),Karnataka,Karnataka
IDA_DA4162BA,DEORIA(DISTRICT MAGISTRATE DEORIA),Uttar Pradesh,Uttar Pradesh
IDA_41F596C3,BENGALURU RURAL(DEPUTY COMMISSIONER BANGALORE RURAL SBM URBAN),Karnataka,Karnataka
IDA_A2A7322F,NORTH 24 PARGANAS(DISTRICT MAGISTRATE NORTH TWENTY FOUR PARGANAS_IDA),West Bengal,West Bengal
IDA_3B178012,BEAWAR(DISTRICT COLLECTOR BEAWAR_IDA),Rajasthan,Rajasthan
IDA_FF81FBDF,KOLKATA(COMMISSIONER KOLKATA MUNICIPAL CORPORATION_IDA),West Bengal,West Bengal
IDA_70D506B6,UDAIPUR(DISTRICT COLLECTOR UDAIPUR_IDA),Rajasthan,Rajasthan
IDA_54689C53,PALI(DISTRICT COLLECTOR PALI_IDA),Rajasthan,Rajasthan
IDA_CBD35EA4,UDHAM SINGH NAGAR(DISTRICT MAGISTRATE UDHAMSINGH NAGAR_IDA),Uttarakhand,Uttarakhand
IDA_B244FB4F,BAGESHWAR(DISTRICT MAGISTRATE BAGESHWAR_IDA),Uttarakhand,Uttarakhand
IDA_9B3F6013,MEERUT(DISTRICT MAGISTRATE MEERUT_IDA),Uttar Pradesh,Uttar Pradesh
IDA_3E3876B7,NTR(DISTRICT COLLECTOR NTR_IDA),Andhra Pradesh,Andhra Pradesh
IDA_68423A57,"MAJULI(DISTRICT COMMISSIONER, MAJULI)",Assam,Assam
IDA_49FDCC25,CHARAIDEO(DEPUTY COMMISSIONER CHARAIDEO_IDA),Assam,Assam
IDA_799BEDCA,TINSUKIA(DC TINSUKIA),Assam,Assam
IDA_76B6ECDA,SIVASAGAR(DEPUTY COMMISSIONER SIVSAGAR_IDA),Assam,Assam
IDA_25C2E8F8,NAGAON(DEPUTY COMMISSIONER NOWGONG_IDA),Assam,Assam
IDA_106FDE76,JORHAT(DEPUTY COMMISSIONER JORHAT_IDA),Assam,Assam
IDA_07214B31,PRAKASAM(DISTRICT COLLECTOR PRAKASAM_IDA),Andhra Pradesh,Andhra Pradesh
IDA_71D835C9,SURAT(DISTRICT COLLECTOR SURAT_IDA),Gujarat,Gujarat
IDA_749D72D3,SRI SATHYA SAI(DISTRICT COLLECTOR SRI SATHYA SAI_IDA),Andhra Pradesh,Andhra Pradesh
IDA_30ED47C7,KABEERDHAM(DISTRICT COLLECTOR KABIRDHAM),Chhattisgarh,Chhattisgarh
IDA_1FA60345,DR. B.R. AMBEDKAR KONASEEMA(DISTRICT COLLECTOR DR B R AMBEDKAR KONASEEMA_IDA),Andhra Pradesh,Andhra Pradesh
IDA_C01FEB7E,VIZIANAGARAM(DISTRICT COLLECTOR VIZIANAGARAM_IDA),Andhra Pradesh,Andhra Pradesh
IDA_CFCDBB19,SARANGARH-BILAIGARH(COLLECTOR SB_IDA),Chhattisgarh,Chhattisgarh
IDA_1F5E0564,FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA),Uttar Pradesh,Uttar Pradesh
IDA_BC387F6C,SINDHUDURG(DISTRICT COLLECTOR SINDHUDURG_IDA),Maharashtra,Maharashtra
IDA_1F10FF57,MAYURBHANJ(DISTRICT COLLECTOR MAYURBHANJ_IDA),Odisha,Odisha
IDA_D6F894D1,DHENKANAL(DISTRICT COLLECTOR DHENKANAL_IDA),Odisha,Odisha
IDA_92BE01F3,KANPUR NAGAR(DISTRICT MAGISTRAE KANPUR NAGAR_IDA),Uttar Pradesh,Uttar Pradesh
IDA_E26F7F16,CHITRADURGA(DEPUTY COMMISSIONER CHITRADURGA_IDA),Karnataka,Karnataka
IDA_FC381EA3,JAMNAGAR(DISTRICT COLLECTOR JAMNAGAR_IDA),Gujarat,Gujarat
IDA_86B1AA93,ALAPPUZHA(DISTRICT COLLECTOR ALAPPUZHA_IDA),Kerala,Kerala
IDA_8334A202,BIRBHUM(DISTRICT MAGISTRATE BIRBHUM_IDA),West Bengal,West Bengal
IDA_C1D35676,ANAND(DISTRICT COLLECTOR ANAND_IDA),Gujarat,Gujarat
IDA_6E0B5E4F,SABAR KANTHA(DISTRICT COLLECTOR SABARKANTHA_IDA),Gujarat,Gujarat
IDA_7B5C3257,BHADOHI(DISTRICT MAGISTRATE BHADOHI_IDA),Uttar Pradesh,Uttar Pradesh
IDA_8AC13732,PASCHIM MEDINIPUR(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA),West Bengal,West Bengal
IDA_4732238F,MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA),West Bengal,West Bengal
IDA_0AE19D2E,KAMRUP(DEPUTY COMMISSIONER KAMRUP_IDA),Assam,Assam
IDA_E25937C2,BISWANATH(DEPUTY COMMISSIONER BISWANATH_IDA),Assam,Assam
IDA_3D341353,NAVSARI(DISTRICT COLLECTOR NAVSARI_IDA),Gujarat,Gujarat
IDA_0C9FB02A,BHARUCH(DISTRICT COLLECTOR BROACH_IDA),Gujarat,Gujarat
IDA_D89D1D41,CHHOTAUDEPUR(DISTRICT COLLECTOR CHHOTA UDEPUR_IDA),Gujarat,Gujarat
IDA_27DC1FD1,MALDA(DISTRICT MAGISTRATE MALDA_IDA),West Bengal,West Bengal
IDA_0C30C2C8,NADIA(DISTRICT MAGISTRATE NADIA_IDA),West Bengal,West Bengal
IDA_9F5F0802,KOPPAL(DEPUTY COMMISSIONER KOPPAL_IDA),Karnataka,Karnataka
IDA_A0965F95,VIJAYANAGARA(DEPUTY COMMISSIONER VIJAYANAGARA_IDA),Karnataka,Karnataka
IDA_9661629A,KALABURAGI(DEPUTY COMMISSIONER GULBARGA_IDA),Karnataka,Karnataka
IDA_CC494919,YADGIR(DEPUTY COMMSIONER YADGIR_IDA),Karnataka,Karnataka
IDA_12ACC725,BAPATLA(DISTRICT COLLECTOR BAPATLA_IDA),Andhra Pradesh,Andhra Pradesh
IDA_76619ACE,RAJSAMAND(DISTRICT COLLECTOR RAJSAMAND_IDA),Rajasthan,Rajasthan
IDA_EB1CDD6B,ALIPURDUAR(DISTRICT MAGISTRATE ALIPURDUARS_IDA),West Bengal,West Bengal
IDA_DC329D2A,ANUGOLA(DISTRICT COLLECTORANGUL_IDA),Odisha,Odisha
IDA_8EEEF80B,KATHUA(DISTRICT DEVELOPMENT COMMISSIONER KATHUA_IDA),Jammu And Kashmir,Jammu And Kashmir
IDA_9841661B,CHANDIGARH(DEPUTY COMMISSIONER ZILLA PARISHAD CHANDIGARH_IDA),Chandigarh,Chandigarh
IDA_2502613E,RAIGAD(DISTRICT COLLECTOR RAIGAD_IDA),Maharashtra,Maharashtra
IDA_279DE79C,SUPAUL(DISTRICT PLANNING OFFICER SUPAUL_IDA),Bihar,Bihar
IDA_19B622AD,BANKA(DISTRICT PLANNING OFFICER BANKA_IDA),Bihar,Bihar
IDA_B1C79B1D,AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA),Bihar,Bihar
IDA_2C3FFA9A,SHIVAMOGGA(DEPUTY COMMISSIONER SHIMOGA_IDA),Karnataka,Karnataka
IDA_259886CF,ALMORA(DISTRICT MAGISTRATE ALMORA_IDA),Uttarakhand,Uttarakhand
IDA_63D5254A,MUMBAI(DISTRICT COLLECTOR MUMBAI CITY_IDA),Maharashtra,Maharashtra
IDA_036A68DA,YAVATMAL(DISTRICT COLLECTOR YAVATMAL_IDA),Maharashtra,Maharashtra
IDA_A6362315,AKOLA(DISTRICT COLLECTOR AKOLA_IDA),Maharashtra,Maharashtra
IDA_308BB0A6,SARAIKELA KHARSAWAN(DEPUTY COMMISSIONER SARAIKELA_IDA),Jharkhand,Jharkhand
IDA_2708024F,CHATRA(DEPUTY COMMISSIONER CHATRA_IDA),Jharkhand,Jharkhand
IDA_BC18D6C4,BHILWARA(DISTRICT COLLECTOR BHILWARA_IDA),Rajasthan,Rajasthan
IDA_55259DB6,PHALODI(DISTRICT COLLECTOR PHALODI_IDA),Rajasthan,Rajasthan
IDA_3A9C23E4,CHARKHI DADRI(DEPUTY COMMISSIONER CHARKHI DADRI_IDA),Haryana,Haryana
IDA_38C8D703,CHURU(DISTRICT COLLECTOR CHURU_IDA),Rajasthan,Rajasthan
IDA_1AE2D8DC,JIND(DEPUTY COMMISSIONER JIND),Haryana,Haryana
IDA_5F57C3D3,HISAR(DEPUTY COMMISSIONER HISSAR_IDA),Haryana,Haryana
IDA_9F961D4E,SOUTH TRIPURA(DISTRICT MAGISTRATE AND COLLECTOR SOUTH TRIPURA DISTRICT_IDA),Tripura,Tripura
IDA_7B39EBE2,JHARGRAM(DISTRICT MAGISTRATE JHARGRAM_IDA),West Bengal,West Bengal
IDA_65600DB0,DHUBRI(DEPUTY COMMISSIONER DHUBRI_IDA),Assam,Assam
IDA_99BEE89E,KUSHINAGAR(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA),Uttar Pradesh,Uttar Pradesh
IDA_A85939F7,JUNAGADH(DISTRICT COLLECTOR JUNAGADH_IDA),Gujarat,Gujarat
IDA_E4252663,GOLAGHAT(DEPUTY COMMISSIONER GOLAGHAT_IDA),Assam,Assam
IDA_E06B753E,CENTRAL(COMMISSIONER MCD (CENTRAL DISTRICT)),Delhi,Delhi
IDA_25FC221B,KHAMMAM(DISTRICT COLLECTOR KHAMMAM_IDA),Telangana,Telangana
IDA_F28CB90E,KODERMA(DEPUTY COMMISSIONER KODARMA_IDA),Jharkhand,Jharkhand
IDA_64E4FE33,SRI POTTI SRIRAMULU NELLORE(DISTRICT COLLECTOR NELLORE_IDA),Andhra Pradesh,Andhra Pradesh
IDA_2EE1E047,GUNTUR(DISTRICT COLLECTOR GUNTUR_IDA),Andhra Pradesh,Andhra Pradesh
IDA_D5C96089,BHADRADRI KOTHAGUDEM(DISTRICT COLLECTOR BHADRADRI KTDM_IDA),Telangana,Telangana
IDA_35ED534E,HANUMAKONDA(DISTRICT COLLECTOR HANUMAKONDA_IDA),Andhra Pradesh,Andhra Pradesh
IDA_A5D7A1BD,NEEMUCH(DISTRICT COLLECTOR NEEMUCH_IDA),Madhya Pradesh,Madhya Pradesh
IDA_13063E23,WEST GODAVARI(DISTRICT COLLECTOR WEST GODAVARI_IDA),Andhra Pradesh,Andhra Pradesh
IDA_E8D46BF3,RAJNANDGAON(DISTRICT COLLECTOR RAJNANDGAON_IDA),Chhattisgarh,Chhattisgarh
IDA_450293CD,BANKURA(DISTRICT MAGISTRATE BANKURA_IDA),West Bengal,West Bengal
IDA_5CF457F5,MUNGELI(COLLECTOR MUNGELI_IDA),Chhattisgarh,Chhattisgarh
IDA_57B7013D,"NAMCHI(IMPLEMENTING DISTRICT AGENCY, NAMCHI)",Sikkim,Sikkim
IDA_B0096DB0,ALLURI SITHARAMA RAJU(DISTRICT COLLECTOR ALLURI SITHARAMARAJU_IDA),Andhra Pradesh,Andhra Pradesh
IDA_DC3D7805,KHERI(DISTRICT MAGISTRAE KHERI_IDA),Uttar Pradesh,Uttar Pradesh
IDA_7DCF5558,SIDDIPET(DISTRICT COLLECTOR SIDDIPET_IDA),Telangana,Telangana
IDA_6E1854F2,NEW DELHI(COMMISSIONER MCD NEW DELHI),Delhi,Delhi
IDA_18CBB638,KRISHNA(DISTRICT COLLECTOR KRISHNA_IDA),Andhra Pradesh,Andhra Pradesh
IDA_C7BB1319,SHIVPURI(DISTRICT COLLECTOR SHIVPURI_IDA),Madhya Pradesh,Madhya Pradesh
IDA_16127881,JOGULAMBA GADWAL(DISTRICT COLLECTOR JOGULAMBA GADWAL_IDA),Telangana,Telangana
IDA_A652FB1A,SOUTH(COMMISSIONER SOUTH),Delhi,Delhi
IDA_6187FD10,TIRUPATI(DISTRICT COLLECTOR TIRUPATI_IDA),Andhra Pradesh,Andhra Pradesh
IDA_917AEF95,KHAIRTHAL-TIJARA(DISTRICT COLLECTOR KHAIRTHAL TIJARA_IDA),Rajasthan,Rajasthan
IDA_4059C300,RAIPUR(DISTRICT COLLECTOR RAIPUR_IDA),Chhattisgarh,Chhattisgarh
IDA_D3610B1E,SAHARSA(DISTRICT PLANNING OFFICER SAHARSA_IDA),Bihar,Bihar
IDA_4E5B25ED,AHMEDABAD(DISTRICT COLLECTOR AHMADABAD_IDA),Gujarat,Gujarat
IDA_5226888B,MEDAK(COLLECTOR MEDAK DISTRICT),Telangana,Telangana
IDA_258C67B4,ROHTAS(DISTRICT PLANNING OFFICER ROHTAS_IDA),Bihar,Bihar
IDA_3EA73313,KAKINADA(DISTRICT COLLECTOR KAKINADA_IDA),Andhra Pradesh,Andhra Pradesh
IDA_554269D1,BAHRAICH(DISTRICT MAGISTRAE BAHRAICH_IDA),Uttar Pradesh,Uttar Pradesh
IDA_0B76C51B,HARDOI(DISTRICT MAGISTRATE HARDOI_IDA),Uttar Pradesh,Uttar Pradesh
IDA_C01CAD80,GUMLA(DEPUTY COMMISSIONER GUMLA_IDA),Jharkhand,Jharkhand
IDA_9948FCF4,VIKARABAD(DISTRICT COLLECTOR VIKARABAD_2),Telangana,Telangana
IDA_49BB057B,BOTAD(DISTRICT COLLECTOR BOTAD_IDA),Gujarat,Gujarat
IDA_373CB279,PANCHKULA(DRDA PANCHKULA),Haryana,Haryana
IDA_D2FCF721,BHIWANI(DC CUM NODAL OFFICER MPLADS BHIWANI),Haryana,Haryana
IDA_EFC53F03,DINDIGUL(DISTRICT COLLECTOR DINDIGUL_IDA),Tamil Nadu,Tamil Nadu
IDA_1E7919A6,RAMGARH(DEPUTY COMMISSIONER RAMGARH_IDA),Jharkhand,Jharkhand
IDA_5DE05F7D,SHEOPUR(DISTRICT COLLECTOR SHEOPUR_IDA),Madhya Pradesh,Madhya Pradesh
IDA_77571547,VILUPPURAM(DISTRICT COLLECTOR VILLUPURAM_IDA),Tamil Nadu,Tamil Nadu
IDA_025236DE,THIRUVALLUR(DISTRICT COLLECTOR TIRUVALLUR_IDA),Tamil Nadu,Tamil Nadu
IDA_4FCE6C4E,ARVALLI(DISTRICT COLLECTOR ARVALLI_IDA),Gujarat,Gujarat
IDA_45D72B57,GODDA(DEPUTY COMMISSIONER GODDA_IDA),Jharkhand,Jharkhand
IDA_247B397D,KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),Andhra Pradesh,Andhra Pradesh
IDA_F1C15005,AYODHYA(DISTRICT MAGISTRAE FAIZABAD_IDA),Uttar Pradesh,Uttar Pradesh
IDA_DA94074D,GAJAPATI(DISTRICT COLLECTOR GAJAPATI_IDA),Odisha,Odisha
IDA_50FC7895,AGAR-MALWA(DISTRICT COLLECTOR AGAR MALWA_IDA),Madhya Pradesh,Madhya Pradesh
IDA_4819CF51,BUXAR(DISTRICT PLANNING OFFICER BUXAR_IDA),Bihar,Bihar
IDA_214BA8B2,FATEHGARH SAHIB(DEPUTY COMMISSIONER FATEHGARH SAHIB_IDA),Punjab,Punjab
IDA_4F39F630,KARUR(DISTRICT COLLECTOR KARUR_IDA),Tamil Nadu,Tamil Nadu
IDA_0A32AD80,RAIGARH(DISTRICT COLLECTOR RAIGARH_IDA),Chhattisgarh,Chhattisgarh
IDA_DA65758B,UNAKOTI(DISTRICT MAGISTRATE AND COLLECTOR UNOKOTI_IDA),Tripura,Tripura
IDA_B3CD0F7F,MANCHERIAL(DISTRICT COLLECTOR MANCHERIAL_IDA),Telangana,Telangana
IDA_25E69D76,NANDYAL(DISTRICT COLLECTOR NANDYAL_IDA),Andhra Pradesh,Andhra Pradesh
IDA_E0DFCA95,LOHARDAGA(DEPUTY COMMISSIONER LOHARDAGA_IDA),Jharkhand,Jharkhand
IDA_697B4D3C,RAJKOT(DISTRICT COLLECTOR RAJKOT_IDA),Gujarat,Gujarat
IDA_D44AD73B,UDUPI(DEPUTY COMMISSIONER UDUPI_IDA),Karnataka,Karnataka
IDA_6462B857,PANNA(DISTRICT COLLECTOR PANNA_IDA),Madhya Pradesh,Madhya Pradesh
IDA_C2926695,TIRUNELVELI(DISTRICT COLLECTOR TIRUNELVELI_IDA),Tamil Nadu,Tamil Nadu
IDA_4967DE19,JALPAIGURI(DISTRICT MAGISTRATE JALPAIGURI_IDA),West Bengal,West Bengal
IDA_9A59A65C,ALIGARH(DISTRICT MAGISTRATE ALIGARH_IDA),Uttar Pradesh,Uttar Pradesh
IDA_295D3F6D,THIRUVARUR(DISTRICT COLLECTOR THIRUVARUR_IDA),Tamil Nadu,Tamil Nadu
IDA_4C3E123C,GOPALGANJ(DISTRICT PLANNING OFFICER GOPALGANJ_IDA),Bihar,Bihar
IDA_A00C4B38,DIBRUGARH(DEPUTY COMMISSIONER DIBRUGARH_IDA),Assam,Assam
IDA_F7B684BF,SIRSA(DEPUTY COMMISSIONER SIRSA_IDA),Haryana,Haryana
IDA_A185C1B2,ROHTAK(DEPUTY COMMISSIONER ROHTAK_IDA),Haryana,Haryana
IDA_409B51BF,WASHIM(DISTRICT COLLECTOR WASHIM_IDA),Maharashtra,Maharashtra
IDA_7D2FCA35,PHEK(DEPUTY COMMISSIONER PHEK_IDA),Nagaland,Nagaland
IDA_B44E7058,DIMAPUR(DEPUTY COMMISSIONER DIMAPUR_IDA),Nagaland,Nagaland
IDA_F6F2A49E,PALAMU(DEPUTY COMMISSIONER PALAMAU_IDA),Jharkhand,Jharkhand
IDA_677A5603,NOKLAK(DEPUTY COMMISSIONER NOKLAK_IDA),Nagaland,Nagaland
IDA_B97BE39B,HAPUR(DISTRICT MAGISTRATE HAPUR_IDA),Uttar Pradesh,Uttar Pradesh
IDA_9103B708,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),Maharashtra,Maharashtra
IDA_3F9ACCEF,SURAJPUR(DISTRICT COLLECTOR SURAJPUR_IDA),Chhattisgarh,Chhattisgarh
IDA_67D10614,MADHEPURA(DISTRICT PLANNING OFFICER MADHEPURA_IDA),Bihar,Bihar
IDA_2C461B23,TIRUCHIRAPPALLI(DISTRICT COLLECTOR TIRUCHIRAPPALLI_IDA),Tamil Nadu,Tamil Nadu
IDA_4BCC602F,NORTH WEST(COMMISSIONER NORTH WEST),Delhi,Delhi
IDA_EC13EE01,VALSAD(DISTRICT COLLECTOR VALSAD_IDA),Gujarat,Gujarat
IDA_26D50489,BHADRAK(DISTRICT COLLECTOR BHADRAK_IDA),Odisha,Odisha
IDA_D82BC25E,HATHRAS(DISTRICT MAGISTRATE HATHRAS_IDA),Uttar Pradesh,Uttar Pradesh
IDA_B5A31167,DAKSHIN DINAJPUR(DISTRICT MAGISTRATE DINAJPUR DAKSHIN_IDA),West Bengal,West Bengal
IDA_F32BF59D,SEPAHIJALA(DISTRICT MAGISTRATE AND COLLECTOR SIPAHIJALA_IDA),Tripura,Tripura
IDA_86D99A35,DEOGHAR(DEPUTY COMMISSIONER DEOGHAR_IDA),Jharkhand,Jharkhand
IDA_477E335D,SITAPUR(DISTRICT MAGISTRATE SITAPUR_IDA),Uttar Pradesh,Uttar Pradesh
IDA_8D2642D3,SALEM(DISTRICT COLLECTOR SALEM_IDA),Tamil Nadu,Tamil Nadu
IDA_95358BBF,WEST(COMMISSIONER MCD WEST),Delhi,Delhi
IDA_F1D659C2,MAUGANJ(DISTRICT COLLECTOR MAUGANJ_IDA),Madhya Pradesh,Madhya Pradesh
IDA_A0DD31F4,BONGAIGAON(DEPUTY COMMISSIONER BONGAIGAON_IDA),Assam,Assam
IDA_83B069E1,NORTH(COMMISSIONER MCD NORTH_IDA),Delhi,Delhi
IDA_33D18590,SOUTH WEST(COMMISSIONER MCD SOUTH WEST),Delhi,Delhi
IDA_F591BB9C,AMBALA(DEPUTY COMMISSIONER AMBALA_IDA),Haryana,Haryana
IDA_AFAA4CD1,YAMUNANAGAR(DEPUTY COMMISSIONER YAMUNANAGAR_IDA),Haryana,Haryana
IDA_C41CF4E9,LAKHIMPUR(DEPUTY COMMISSIONER LAKHIMPUR_IDA),Assam,Assam
IDA_28ACBEEB,NIRMAL(DISTRICT COLLECTOR NIRMAL_3),Telangana,Telangana
IDA_CB646280,PULWAMA(DEPUTY COMMISSIONER PULWAMA_IDA),Chandigarh,Chandigarh
IDA_4CCAF8E9,CACHAR(DEPUTY COMMISSIONER CACHAR_IDA),Assam,Assam
IDA_8DC94BC4,"SRIBHUMI(DEPUTY COMMISSIONER , KARIMGANJ)",Assam,Assam
IDA_55499E2F,HAILAKANDI(DEPUTY COMMISSIONER HAILAKANDI_IDA),Assam,Assam
IDA_7DBED320,KRISHNAGIRI(DISTRICT COLLECTOR KRISHNAGIRI_IDA),Tamil Nadu,Tamil Nadu
IDA_F27A78AF,COIMBATORE(DISTRICT COLLECTOR COIMBATORE_IDA),Tamil Nadu,Tamil Nadu
IDA_4016DF9A,SHAHDOL(DISTRICT COLLECTOR SHAHDOL_IDA),Madhya Pradesh,Madhya Pradesh
IDA_EAE77A7C,TAPI(DISTRICT COLLECTOR TAPI_IDA),Gujarat,Gujarat
IDA_57A93680,CHUMOUKEDIMA(DEPUTY COMMISSIONER CHUMOUKEDIMA_IDA),Nagaland,Nagaland
IDA_2CE42DD3,CHITRAKOOT(DISTRICT MAGISTRATE CHITRAKOOT_IDA),Uttar Pradesh,Uttar Pradesh
IDA_00B2873E,KARNAL(DEPUTY COMMISSIONER KARNAL),Haryana,Haryana
IDA_540AD8F5,POONCH(DEPUTY COMMISSIONER POONCH_IDA),Jammu And Kashmir,Jammu And Kashmir
IDA_E4421817,KANCHEEPURAM(DISTRICT COLLECTOR KANCHEEPURAM_IDA),Tamil Nadu,Tamil Nadu
IDA_0816AC35,ERODE(DISTRICT_COLLECTORE_ERODE_IDA),Tamil Nadu,Tamil Nadu
IDA_86AAC299,SAWAI MADHOPUR(DISTRICT COLLECTOR SAWAI MADHOPUR_IDA),Rajasthan,Rajasthan
IDA_8BF2058F,DHAMTARI(DISTRICT COLLECTOR DHAMTARI_IDA),Chhattisgarh,Chhattisgarh
IDA_8A7DFDA9,TIRUPPUR(DISTRICT COLLECTOR TIRUPPUR_IDA),Tamil Nadu,Tamil Nadu
IDA_B1E98A04,"RANIPET(DISTRICT COLLECTOR, RANIPET_2)",Tamil Nadu,Tamil Nadu
IDA_3D046B79,SRIKAKULAM(DISTRICT COLLECTOR SRIKAKULAM_IDA),Andhra Pradesh,Andhra Pradesh
IDA_37058FD6,RAJOURI(DEPUTY COMMISSIONER RAJOURI_IDA),Jammu And Kashmir,Jammu And Kashmir
IDA_AE2939F0,DAMOH(DISTRICT COLLECTOR DAMOH_IDA),Madhya Pradesh,Madhya Pradesh
IDA_D169D3F2,FAZILKA(DEPUTY COMMISSIONER FAZILKA_IDA),Punjab,Punjab
IDA_D0CED43E,ELURU(DISTRICT COLLECTOR ELURU_IDA),Andhra Pradesh,Andhra Pradesh
IDA_703901FE,VIRUDHUNAGAR(DISTRICT COLLECTOR VIRUDHUNAGAR_IDA),Tamil Nadu,Tamil Nadu
IDA_359B2D66,CHIKKABALLAPURA(DEPUTY COMMISSIONER CHICKKABALLAPUR_IDA),Karnataka,Karnataka
IDA_D7EB6949,PURULIA(DISTRICT MAGISTRATE PURULIA_IDA),West Bengal,West Bengal
IDA_3164B2F7,PURBA BARDHAMAN(DISTRICT MAGISTRATE PURBA BARDHAMAN_IDA),West Bengal,West Bengal
IDA_15B8C300,SOUTH 24 PARGANAS(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),West Bengal,West Bengal
IDA_A96C2F66,GOALPARA(DEPUTY COMMISSIONER GOALPARA_IDA),Assam,Assam
IDA_9D2568AC,DARJEELING(DISTRICT MAGISTRATE DARJEELING_IDA),West Bengal,West Bengal
IDA_990B514F,MUZAFFARPUR(DISTRICT PLANNING OFFICER MUZAFFARPUR_IDA),Bihar,Bihar
IDA_830D584E,UDHAMPUR(DEPUTY COMMISSIONER UDHAMPUR_IDA),Jammu And Kashmir,Jammu And Kashmir
IDA_D55297E7,SAMBALPUR(DISTRICT COLLECTOR SAMBALPUR_IDA),Odisha,Odisha
IDA_08F5BC82,SOUTH EAST(COMMISSIONER MCD SOUTH EAST_IDA),Delhi,Delhi
IDA_8CF7CA27,BARWANI(DISTRICT COLLECTOR BADWANI_IDA),Madhya Pradesh,Madhya Pradesh
IDA_A2EC615B,PANIPAT(DC CUM NODAL OFFICER MPLADS),Haryana,Haryana
IDA_738DE7C6,PALWAL(CEO DRDA MPLADS PALWAL),Haryana,Haryana
IDA_A81FB2B6,JALGAON(DISTRICT COLLECTOR JALGAON_IDA),Maharashtra,Maharashtra
IDA_DF6EC029,AJMER(DISTRICT COLLECTOR AJMER_IDA),Rajasthan,Rajasthan
IDA_02911785,BHOJPUR(DISTRICT PLANNING OFFICER BHOJPUR ARRAH_IDA),Bihar,Bihar
IDA_CFB0FCAB,BILASPUR(DISTRICT COLLECTOR BILASPUR_IDA),Chhattisgarh,Chhattisgarh
IDA_A2F36ACF,GARIYABAND(COLLECTRO GARIABAND_IDA),Chhattisgarh,Chhattisgarh
IDA_17FC0613,BASTAR(DISTRICT COLLECTOR BASTAR_IDA),Chhattisgarh,Chhattisgarh
