source_house,source_file,source_row_number,sr_no,state,honble_members_of_parliament,elected/nominated,allocated_amount_₹,raw_allocated_amount_₹,allocated_limit_amount_inr,canonical_work_category,raw_state,canonical_state,canonical_state_id,raw_constituency,canonical_constituency,canonical_constituency_id,raw_mp_name,canonical_mp_name,canonical_mp_id,canonical_work_id,financial_year
RAJYA_SABHA,Allocated Limit for Honble MPs (4).csv,186,185,Jammu And Kashmir,Shri Sat Paul Sharma (2025-31) (2025-2031),Elected MP,73500000.0,73500000.0,73500000.0,OTHER_WORKS,Jammu And Kashmir,JAMMU AND KASHMIR,STATE_JAMMU_AND_KASHMIR,Elected MP,ELECTED MP,NOM_ELECTED_MP,Shri Sat Paul Sharma (2025-31) (2025-2031),SAT PAUL SHARMA (2025-31) (2025-2031),MP_RAJYA_SABHA_SAT_PAUL_SHARMA__2025_31___2025_2031_,WORK_HASH_5580216207636079725,UNKNOWN_FY
RAJYA_SABHA,Allocated Limit for Honble MPs (4).csv,187,186,Bihar,Shri Satish Chandra Dubey (2022-28) (2022-2028),Elected MP,235263957.1,235263957.1,235263957.1,OTHER_WORKS,Bihar,BIHAR,STATE_BIHAR,Elected MP,ELECTED MP,NOM_ELECTED_MP,Shri Satish Chandra Dubey (2022-28) (2022-2028),SATISH CHANDRA DUBEY (2022-28) (2022-2028),MP_RAJYA_SABHA_SATISH_CHANDRA_DUBEY__2022_28___2022_2028_,WORK_HASH_2109796575621483738,UNKNOWN_FY
RAJYA_SABHA,Allocated Limit for Honble MPs (4).csv,188,187,Chandigarh,Shri Satnam Singh Sandhu (2024-30) (2024-2030),Nominated MP,147000000.0,147000000.0,147000000.0,OTHER_WORKS,Chandigarh,CHANDIGARH,STATE_CHANDIGARH,Nominated MP,NOMINATED MP,NOM_NOMINATED_MP,Shri Satnam Singh Sandhu (2024-30) (2024-2030),SATNAM SINGH SANDHU (2024-30) (2024-2030),MP_RAJYA_SABHA_SATNAM_SINGH_SANDHU__2024_30___2024_2030_,WORK_HASH_4553591323534190674,UNKNOWN_FY
RAJYA_SABHA,Allocated Limit for Honble MPs (4).csv,189,188,Bihar,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,237168443.5,237168443.5,237168443.5,OTHER_WORKS,Bihar,BIHAR,STATE_BIHAR,Elected MP,ELECTED MP,NOM_ELECTED_MP,Shri Shambhu Sharan Patel (2022-28) (2022-2028),SHAMBHU SHARAN PATEL (2022-28) (2022-2028),MP_RAJYA_SABHA_SHAMBHU_SHARAN_PATEL__2022_28___2022_2028_,WORK_HASH_17208540867988867324,UNKNOWN_FY
RAJYA_SABHA,Allocated Limit for Honble MPs (4).csv,190,189,Bihar,Shri Shivesh Kumar (2026-32) (2026-2032),Elected MP,49000000.0,49000000.0,49000000.0,OTHER_WORKS,Bihar,BIHAR,STATE_BIHAR,Elected MP,ELECTED MP,NOM_ELECTED_MP,Shri Shivesh Kumar (2026-32) (2026-2032),SHIVESH KUMAR (2026-32) (2026-2032),MP_RAJYA_SABHA_SHIVESH_KUMAR__2026_32___2026_2032_,WORK_HASH_11028085010451510896,UNKNOWN_FY
RAJYA_SABHA,Allocated Limit for Honble MPs (4).csv,191,190,Haryana,Shri Subhash Barala (2024-30) (2024-2030),Elected MP,147000000.0,147000000.0,147000000.0,OTHER_WORKS,Haryana,HARYANA,STATE_HARYANA,Elected MP,ELECTED MP,NOM_ELECTED_MP,Shri Subhash Barala (2024-30) (2024-2030),SUBHASH BARALA (2024-30) (2024-2030),MP_RAJYA_SABHA_SUBHASH_BARALA__2024_30___2024_2030_,WORK_HASH_14636789619770583918,UNKNOWN_FY
RAJYA_SABHA,Allocated Limit for Honble MPs (4).csv,192,191,Odisha,Shri Subhasish Khuntia (2024-30) (2024-2030),Elected MP,147000000.0,147000000.0,147000000.0,OTHER_WORKS,Odisha,ODISHA,STATE_ODISHA,Elected MP,ELECTED MP,NOM_ELECTED_MP,Shri Subhasish Khuntia (2024-30) (2024-2030),SUBHASISH KHUNTIA (2024-30) (2024-2030),MP_RAJYA_SABHA_SUBHASISH_KHUNTIA__2024_30___2024_2030_,WORK_HASH_16366845363206219948,UNKNOWN_FY
RAJYA_SABHA,Allocated Limit for Honble MPs (4).csv,193,192,Odisha,Shri Sujeet Kumar (2026-32) (2026-2032),Elected MP,49000000.0,49000000.0,49000000.0,OTHER_WORKS,Odisha,ODISHA,STATE_ODISHA,Elected MP,ELECTED MP,NOM_ELECTED_MP,Shri Sujeet Kumar (2026-32) (2026-2032),SUJEET KUMAR (2026-32) (2026-2032),MP_RAJYA_SABHA_SUJEET_KUMAR__2026_32___2026_2032_,WORK_HASH_11447202629002731929,UNKNOWN_FY
RAJYA_SABHA,Allocated Limit for Honble MPs (4).csv,194,193,Uttar Pradesh,Shri Surendra Singh Nagar (2022-28) (2022-2028),Elected MP,220563957.1,220563957.1,220563957.1,OTHER_WORKS,Uttar Pradesh,UTTAR PRADESH,STATE_UTTAR_PRADESH,Elected MP,ELECTED MP,NOM_ELECTED_MP,Shri Surendra Singh Nagar (2022-28) (2022-2028),SURENDRA SINGH NAGAR (2022-28) (2022-2028),MP_RAJYA_SABHA_SURENDRA_SINGH_NAGAR__2022_28___2022_2028_,WORK_HASH_5960677320530038865,UNKNOWN_FY
RAJYA_SABHA,Allocated Limit for Honble MPs (4).csv,195,194,Arunachal Pradesh,Shri Tai Tagak (2026-32) (2026-2032),Elected MP,49000000.0,49000000.0,49000000.0,OTHER_WORKS,Arunachal Pradesh,ARUNACHAL PRADESH,STATE_ARUNACHAL_PRADESH,Elected MP,ELECTED MP,NOM_ELECTED_MP,Shri Tai Tagak (2026-32) (2026-2032),TAI TAGAK (2026-32) (2026-2032),MP_RAJYA_SABHA_TAI_TAGAK__2026_32___2026_2032_,WORK_HASH_13928000174645724770,UNKNOWN_FY
RAJYA_SABHA,Allocated Limit for Honble MPs (4).csv,196,195,Madhya Pradesh,Shri Tarun Chugh (2026-32) (2026-2032),Elected MP,49000000.0,49000000.0,49000000.0,OTHER_WORKS,Madhya Pradesh,MADHYA PRADESH,STATE_MADHYA_PRADESH,Elected MP,ELECTED MP,NOM_ELECTED_MP,Shri Tarun Chugh (2026-32) (2026-2032),TARUN CHUGH (2026-32) (2026-2032),MP_RAJYA_SABHA_TARUN_CHUGH__2026_32___2026_2032_,WORK_HASH_7025259921271513837,UNKNOWN_FY
RAJYA_SABHA,Allocated Limit for Honble MPs (4).csv,197,196,Uttar Pradesh,Shri Tejveer Singh (2024-30) (2024-2030),Elected MP,147000000.0,147000000.0,147000000.0,OTHER_WORKS,Uttar Pradesh,UTTAR PRADESH,STATE_UTTAR_PRADESH,Elected MP,ELECTED MP,NOM_ELECTED_MP,Shri Tejveer Singh (2024-30) (2024-2030),TEJVEER SINGH (2024-30) (2024-2030),MP_RAJYA_SABHA_TEJVEER_SINGH__2024_30___2024_2030_,WORK_HASH_6997468449117373050,UNKNOWN_FY
RAJYA_SABHA,Allocated Limit for Honble MPs (4).csv,198,197,Assam,Shri Terash Gowalla (2026-32) (2026-2032),Elected MP,49000000.0,49000000.0,49000000.0,OTHER_WORKS,Assam,ASSAM,STATE_ASSAM,Elected MP,ELECTED MP,NOM_ELECTED_MP,Shri Terash Gowalla (2026-32) (2026-2032),TERASH GOWALLA (2026-32) (2026-2032),MP_RAJYA_SABHA_TERASH_GOWALLA__2026_32___2026_2032_,WORK_HASH_12900560686393213487,UNKNOWN_FY
RAJYA_SABHA,Allocated Limit for Honble MPs (4).csv,199,198,Tamil Nadu,Shri Tiruchi Siva (2026-32) (2026-2032),Elected MP,49356476.5,49356476.5,49356476.5,OTHER_WORKS,Tamil Nadu,TAMIL NADU,STATE_TAMIL_NADU,Elected MP,ELECTED MP,NOM_ELECTED_MP,Shri Tiruchi Siva (2026-32) (2026-2032),TIRUCHI SIVA (2026-32) (2026-2032),MP_RAJYA_SABHA_TIRUCHI_SIVA__2026_32___2026_2032_,WORK_HASH_10064285306850481013,UNKNOWN_FY
RAJYA_SABHA,Allocated Limit for Honble MPs (4).csv,200,199,Maharashtra,Shri Ujjwal Deorao Nikam (2025-31) (2025-2031),Nominated MP,73500000.0,73500000.0,73500000.0,OTHER_WORKS,Maharashtra,MAHARASHTRA,STATE_MAHARASHTRA,Nominated MP,NOMINATED MP,NOM_NOMINATED_MP,Shri Ujjwal Deorao Nikam (2025-31) (2025-2031),UJJWAL DEORAO NIKAM (2025-31) (2025-2031),MP_RAJYA_SABHA_UJJWAL_DEORAO_NIKAM__2025_31___2025_2031_,WORK_HASH_12762664315065445086,UNKNOWN_FY
RAJYA_SABHA,Allocated Limit for Honble MPs (4).csv,201,200,Bihar,Shri Upendra Kushwaha (2026-32) (2026-2032),Elected MP,49000000.0,49000000.0,49000000.0,OTHER_WORKS,Bihar,BIHAR,STATE_BIHAR,Elected MP,ELECTED MP,NOM_ELECTED_MP,Shri Upendra Kushwaha (2026-32) (2026-2032),UPENDRA KUSHWAHA (2026-32) (2026-2032),MP_RAJYA_SABHA_UPENDRA_KUSHWAHA__2026_32___2026_2032_,WORK_HASH_16747514009763036018,UNKNOWN_FY
RAJYA_SABHA,Allocated Limit for Honble MPs (4).csv,202,201,Andhra Pradesh,Shri V. Vijayendra Prasad (2022-28) (2022-2028),Nominated MP,196063957.1,196063957.1,196063957.1,OTHER_WORKS,Andhra Pradesh,ANDHRA PRADESH,STATE_ANDHRA_PRADESH,Nominated MP,NOMINATED MP,NOM_NOMINATED_MP,Shri V. Vijayendra Prasad (2022-28) (2022-2028),V. VIJAYENDRA PRASAD (2022-28) (2022-2028),MP_RAJYA_SABHA_V__VIJAYENDRA_PRASAD__2022_28___2022_2028_,WORK_HASH_16560533703464790546,UNKNOWN_FY
RAJYA_SABHA,Allocated Limit for Honble MPs (4).csv,203,202,Andhra Pradesh,Shri Vijay Chintakayala (2026-32) (2026-2032),Elected MP,49000000.0,49000000.0,49000000.0,OTHER_WORKS,Andhra Pradesh,ANDHRA PRADESH,STATE_ANDHRA_PRADESH,Elected MP,ELECTED MP,NOM_ELECTED_MP,Shri Vijay Chintakayala (2026-32) (2026-2032),VIJAY CHINTAKAYALA (2026-32) (2026-2032),MP_RAJYA_SABHA_VIJAY_CHINTAKAYALA__2026_32___2026_2032_,WORK_HASH_16443436574183682283,UNKNOWN_FY
RAJYA_SABHA,Allocated Limit for Honble MPs (4).csv,204,203,Maharashtra,Shri Vinod Shridhar Tawde (2026-32) (2026-2032),Elected MP,49000000.0,49000000.0,49000000.0,OTHER_WORKS,Maharashtra,MAHARASHTRA,STATE_MAHARASHTRA,Elected MP,ELECTED MP,NOM_ELECTED_MP,Shri Vinod Shridhar Tawde (2026-32) (2026-2032),VINOD SHRIDHAR TAWDE (2026-32) (2026-2032),MP_RAJYA_SABHA_VINOD_SHRIDHAR_TAWDE__2026_32___2026_2032_,WORK_HASH_17430308523197596743,UNKNOWN_FY
RAJYA_SABHA,Allocated Limit for Honble MPs (4).csv,205,204,Madhya Pradesh,Shri Vivek K. Tankha (2022-28) (2022-2028),Elected MP,220563957.1,220563957.1,220563957.1,OTHER_WORKS,Madhya Pradesh,MADHYA PRADESH,STATE_MADHYA_PRADESH,Elected MP,ELECTED MP,NOM_ELECTED_MP,Shri Vivek K. Tankha (2022-28) (2022-2028),VIVEK K. TANKHA (2022-28) (2022-2028),MP_RAJYA_SABHA_VIVEK_K__TANKHA__2022_28___2022_2028_,WORK_HASH_14272763427234154349,UNKNOWN_FY
RAJYA_SABHA,Allocated Limit for Honble MPs (4).csv,206,205,Andhra Pradesh,Shri Yerram Venkata Subba Reddy (2024-30) (2024-2030),Elected MP,147000000.0,147000000.0,147000000.0,OTHER_WORKS,Andhra Pradesh,ANDHRA PRADESH,STATE_ANDHRA_PRADESH,Elected MP,ELECTED MP,NOM_ELECTED_MP,Shri Yerram Venkata Subba Reddy (2024-30) (2024-2030),YERRAM VENKATA SUBBA REDDY (2024-30) (2024-2030),MP_RAJYA_SABHA_YERRAM_VENKATA_SUBBA_REDDY__2024_30___2024_2030_,WORK_HASH_14173683708999436705,UNKNOWN_FY
RAJYA_SABHA,Allocated Limit for Honble MPs (4).csv,207,206,Manipur,Smt. Adhikarimayum Sharda Devi (2026-32) (2026-2032),Elected MP,49000000.0,49000000.0,49000000.0,OTHER_WORKS,Manipur,MANIPUR,STATE_MANIPUR,Elected MP,ELECTED MP,NOM_ELECTED_MP,Smt. Adhikarimayum Sharda Devi (2026-32) (2026-2032),SMT. ADHIKARIMAYUM SHARDA DEVI (2026-32) (2026-2032),MP_RAJYA_SABHA_SMT__ADHIKARIMAYUM_SHARDA_DEVI__2026_32___2026_2032_,WORK_HASH_1030415641053356751,UNKNOWN_FY
RAJYA_SABHA,Allocated Limit for Honble MPs (4).csv,208,207,Uttar Pradesh,Smt. Darshana Singh (2022-28) (2022-2028),Elected MP,196994373.9,196994373.9,196994373.9,OTHER_WORKS,Uttar Pradesh,UTTAR PRADESH,STATE_UTTAR_PRADESH,Elected MP,ELECTED MP,NOM_ELECTED_MP,Smt. Darshana Singh (2022-28) (2022-2028),SMT. DARSHANA SINGH (2022-28) (2022-2028),MP_RAJYA_SABHA_SMT__DARSHANA_SINGH__2022_28___2022_2028_,WORK_HASH_12370383841390869451,UNKNOWN_FY
RAJYA_SABHA,Allocated Limit for Honble MPs (4).csv,209,208,Uttar Pradesh,Smt. Geeta alias Chandraprabha (2020-26) (2020-2026),Elected MP,196063957.1,196063957.1,196063957.1,OTHER_WORKS,Uttar Pradesh,UTTAR PRADESH,STATE_UTTAR_PRADESH,Elected MP,ELECTED MP,NOM_ELECTED_MP,Smt. Geeta alias Chandraprabha (2020-26) (2020-2026),SMT. GEETA ALIAS CHANDRAPRABHA (2020-26) (2020-2026),MP_RAJYA_SABHA_SMT__GEETA_ALIAS_CHANDRAPRABHA__2020_26___2020_2026_,WORK_HASH_11565190505756822359,UNKNOWN_FY
RAJYA_SABHA,Allocated Limit for Honble MPs (4).csv,210,209,Uttar Pradesh,Smt. Jaya Amitabh Bachchan (2024-30) (2024-2030),Elected MP,147000000.0,147000000.0,147000000.0,OTHER_WORKS,Uttar Pradesh,UTTAR PRADESH,STATE_UTTAR_PRADESH,Elected MP,ELECTED MP,NOM_ELECTED_MP,Smt. Jaya Amitabh Bachchan (2024-30) (2024-2030),SMT. JAYA AMITABH BACHCHAN (2024-30) (2024-2030),MP_RAJYA_SABHA_SMT__JAYA_AMITABH_BACHCHAN__2024_30___2024_2030_,WORK_HASH_782403122272581203,UNKNOWN_FY
RAJYA_SABHA,Allocated Limit for Honble MPs (4).csv,211,210,Kerala,Smt. Jebi Mather Hisham (2022-28) (2022-2028),Elected MP,220563957.1,220563957.1,220563957.1,OTHER_WORKS,Kerala,KERALA,STATE_KERALA,Elected MP,ELECTED MP,NOM_ELECTED_MP,Smt. Jebi Mather Hisham (2022-28) (2022-2028),SMT. JEBI MATHER HISHAM (2022-28) (2022-2028),MP_RAJYA_SABHA_SMT__JEBI_MATHER_HISHAM__2022_28___2022_2028_,WORK_HASH_9934134379587947747,UNKNOWN_FY
RAJYA_SABHA,Allocated Limit for Honble MPs (4).csv,212,211,Chhattisgarh,Smt. Laxmi Verma (2026-32) (2026-2032),Elected MP,49000000.0,49000000.0,49000000.0,OTHER_WORKS,Chhattisgarh,CHHATTISGARH,STATE_CHHATTISGARH,Elected MP,ELECTED MP,NOM_ELECTED_MP,Smt. Laxmi Verma (2026-32) (2026-2032),SMT. LAXMI VERMA (2026-32) (2026-2032),MP_RAJYA_SABHA_SMT__LAXMI_VERMA__2026_32___2026_2032_,WORK_HASH_16172950615185607942,UNKNOWN_FY
RAJYA_SABHA,Allocated Limit for Honble MPs (4).csv,213,212,Jharkhand,Smt. Mahua Maji (2022-28) (2022-2028),Elected MP,232524001.2,232524001.2,232524001.2,OTHER_WORKS,Jharkhand,JHARKHAND,STATE_JHARKHAND,Elected MP,ELECTED MP,NOM_ELECTED_MP,Smt. Mahua Maji (2022-28) (2022-2028),SMT. MAHUA MAJI (2022-28) (2022-2028),MP_RAJYA_SABHA_SMT__MAHUA_MAJI__2022_28___2022_2028_,WORK_HASH_3585680170256863007,UNKNOWN_FY
RAJYA_SABHA,Allocated Limit for Honble MPs (4).csv,214,213,West Bengal,Smt. Mamata Thakur (2024-30) (2024-2030),Elected MP,147000000.0,147000000.0,147000000.0,OTHER_WORKS,West Bengal,WEST BENGAL,STATE_WEST_BENGAL,Elected MP,ELECTED MP,NOM_ELECTED_MP,Smt. Mamata Thakur (2024-30) (2024-2030),SMT. MAMATA THAKUR (2024-30) (2024-2030),MP_RAJYA_SABHA_SMT__MAMATA_THAKUR__2024_30___2024_2030_,WORK_HASH_11771604491702959307,UNKNOWN_FY
RAJYA_SABHA,Allocated Limit for Honble MPs (4).csv,215,214,Maharashtra,Smt. Maya Chintaman Ivnate (2026-32) (2026-2032),Elected MP,49000000.0,49000000.0,49000000.0,OTHER_WORKS,Maharashtra,MAHARASHTRA,STATE_MAHARASHTRA,Elected MP,ELECTED MP,NOM_ELECTED_MP,Smt. Maya Chintaman Ivnate (2026-32) (2026-2032),SMT. MAYA CHINTAMAN IVNATE (2026-32) (2026-2032),MP_RAJYA_SABHA_SMT__MAYA_CHINTAMAN_IVNATE__2026_32___2026_2032_,WORK_HASH_313012098554531626,UNKNOWN_FY
RAJYA_SABHA,Allocated Limit for Honble MPs (4).csv,216,215,Madhya Pradesh,Smt. Maya Naroliya (2024-30) (2024-2030),Elected MP,147000000.0,147000000.0,147000000.0,OTHER_WORKS,Madhya Pradesh,MADHYA PRADESH,STATE_MADHYA_PRADESH,Elected MP,ELECTED MP,NOM_ELECTED_MP,Smt. Maya Naroliya (2024-30) (2024-2030),SMT. MAYA NAROLIYA (2024-30) (2024-2030),MP_RAJYA_SABHA_SMT__MAYA_NAROLIYA__2024_30___2024_2030_,WORK_HASH_5669135126099544684,UNKNOWN_FY
RAJYA_SABHA,Allocated Limit for Honble MPs (4).csv,217,216,Karnataka,Smt. Nirmala Sitharaman (2022-28) (2022-2028),Elected MP,215972051.5,215972051.5,215972051.5,OTHER_WORKS,Karnataka,KARNATAKA,STATE_KARNATAKA,Elected MP,ELECTED MP,NOM_ELECTED_MP,Smt. Nirmala Sitharaman (2022-28) (2022-2028),SMT. NIRMALA SITHARAMAN (2022-28) (2022-2028),MP_RAJYA_SABHA_SMT__NIRMALA_SITHARAMAN__2022_28___2022_2028_,WORK_HASH_14233010114460118852,UNKNOWN_FY
RAJYA_SABHA,Allocated Limit for Honble MPs (4).csv,218,217,Kerala,Smt. P. T. Usha (2022-28) (2022-2028),Nominated MP,196063957.1,196063957.1,196063957.1,OTHER_WORKS,Kerala,KERALA,STATE_KERALA,Nominated MP,NOMINATED MP,NOM_NOMINATED_MP,Smt. P. T. Usha (2022-28) (2022-2028),SMT. P. T. USHA (2022-28) (2022-2028),MP_RAJYA_SABHA_SMT__P__T__USHA__2022_28___2022_2028_,WORK_HASH_1905432387522363292,UNKNOWN_FY
RAJYA_SABHA,Allocated Limit for Honble MPs (4).csv,219,218,Chhattisgarh,Smt. Phulo Devi Netam (2026-32) (2026-2032),Elected MP,49000000.0,49000000.0,49000000.0,OTHER_WORKS,Chhattisgarh,CHHATTISGARH,STATE_CHHATTISGARH,Elected MP,ELECTED MP,NOM_ELECTED_MP,Smt. Phulo Devi Netam (2026-32) (2026-2032),SMT. PHULO DEVI NETAM (2026-32) (2026-2032),MP_RAJYA_SABHA_SMT__PHULO_DEVI_NETAM__2026_32___2026_2032_,WORK_HASH_2984344527854319620,UNKNOWN_FY
RAJYA_SABHA,Allocated Limit for Honble MPs (4).csv,220,219,Tamil Nadu,Smt. Rajathi (2025-31) (2025-2031),Elected MP,89248285.42,89248285.42,89248285.42,OTHER_WORKS,Tamil Nadu,TAMIL NADU,STATE_TAMIL_NADU,Elected MP,ELECTED MP,NOM_ELECTED_MP,Smt. Rajathi (2025-31) (2025-2031),SMT. RAJATHI (2025-31) (2025-2031),MP_RAJYA_SABHA_SMT__RAJATHI__2025_31___2025_2031_,WORK_HASH_10319749078170150023,UNKNOWN_FY
RAJYA_SABHA,Allocated Limit for Honble MPs (4).csv,221,220,Chhattisgarh,Smt. Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,246780257.9,246780257.9,246780257.9,OTHER_WORKS,Chhattisgarh,CHHATTISGARH,STATE_CHHATTISGARH,Elected MP,ELECTED MP,NOM_ELECTED_MP,Smt. Ranjeet Ranjan (2022-28) (2022-2028),SMT. RANJEET RANJAN (2022-28) (2022-2028),MP_RAJYA_SABHA_SMT__RANJEET_RANJAN__2022_28___2022_2028_,WORK_HASH_7298130223648234250,UNKNOWN_FY
RAJYA_SABHA,Allocated Limit for Honble MPs (4).csv,222,221,Haryana,Smt. Rekha Sharma (2024-28) (2024-2028),Elected MP,98000000.0,98000000.0,98000000.0,OTHER_WORKS,Haryana,HARYANA,STATE_HARYANA,Elected MP,ELECTED MP,NOM_ELECTED_MP,Smt. Rekha Sharma (2024-28) (2024-2028),SMT. REKHA SHARMA (2024-28) (2024-2028),MP_RAJYA_SABHA_SMT__REKHA_SHARMA__2024_28___2024_2028_,WORK_HASH_991205897772901180,UNKNOWN_FY
RAJYA_SABHA,Allocated Limit for Honble MPs (4).csv,223,222,Telangana,Smt. Renuka Chowdhury (2024-30) (2024-2030),Elected MP,147000000.0,147000000.0,147000000.0,OTHER_WORKS,Telangana,TELANGANA,STATE_TELANGANA,Elected MP,ELECTED MP,NOM_ELECTED_MP,Smt. Renuka Chowdhury (2024-30) (2024-2030),SMT. RENUKA CHOWDHURY (2024-30) (2024-2030),MP_RAJYA_SABHA_SMT__RENUKA_CHOWDHURY__2024_30___2024_2030_,WORK_HASH_17415163846682071652,UNKNOWN_FY
RAJYA_SABHA,Allocated Limit for Honble MPs (4).csv,224,223,Nagaland,Smt. S. Phangnon Konyak (2022-28) (2022-2028),Elected MP,206563957.1,206563957.1,206563957.1,OTHER_WORKS,Nagaland,NAGALAND,STATE_NAGALAND,Elected MP,ELECTED MP,NOM_ELECTED_MP,Smt. S. Phangnon Konyak (2022-28) (2022-2028),SMT. S. PHANGNON KONYAK (2022-28) (2022-2028),MP_RAJYA_SABHA_SMT__S__PHANGNON_KONYAK__2022_28___2022_2028_,WORK_HASH_5557377721587684475,UNKNOWN_FY
RAJYA_SABHA,Allocated Limit for Honble MPs (4).csv,225,224,Uttar Pradesh,Smt. Sadhna Singh (2024-30) (2024-2030),Elected MP,147000000.0,147000000.0,147000000.0,OTHER_WORKS,Uttar Pradesh,UTTAR PRADESH,STATE_UTTAR_PRADESH,Elected MP,ELECTED MP,NOM_ELECTED_MP,Smt. Sadhna Singh (2024-30) (2024-2030),SMT. SADHNA SINGH (2024-30) (2024-2030),MP_RAJYA_SABHA_SMT__SADHNA_SINGH__2024_30___2024_2030_,WORK_HASH_16003392126559274271,UNKNOWN_FY
RAJYA_SABHA,Allocated Limit for Honble MPs (4).csv,226,225,West Bengal,Smt. Sagarika Ghose (2024-30) (2024-2030),Elected MP,147000000.0,147000000.0,147000000.0,OTHER_WORKS,West Bengal,WEST BENGAL,STATE_WEST_BENGAL,Elected MP,ELECTED MP,NOM_ELECTED_MP,Smt. Sagarika Ghose (2024-30) (2024-2030),SMT. SAGARIKA GHOSE (2024-30) (2024-2030),MP_RAJYA_SABHA_SMT__SAGARIKA_GHOSE__2024_30___2024_2030_,WORK_HASH_7339187882928402561,UNKNOWN_FY
RAJYA_SABHA,Allocated Limit for Honble MPs (4).csv,227,226,Uttar Pradesh,Smt. Sangeeta Yadav (2022-28) (2022-2028),Elected MP,196063957.1,196063957.1,196063957.1,OTHER_WORKS,Uttar Pradesh,UTTAR PRADESH,STATE_UTTAR_PRADESH,Elected MP,ELECTED MP,NOM_ELECTED_MP,Smt. Sangeeta Yadav (2022-28) (2022-2028),SMT. SANGEETA YADAV (2022-28) (2022-2028),MP_RAJYA_SABHA_SMT__SANGEETA_YADAV__2022_28___2022_2028_,WORK_HASH_5440980851656533200,UNKNOWN_FY
RAJYA_SABHA,Allocated Limit for Honble MPs (4).csv,228,227,Uttar Pradesh,Smt. Seema Dwivedi (2020-26) (2020-2026),Elected MP,173830159.1,173830159.1,173830159.1,OTHER_WORKS,Uttar Pradesh,UTTAR PRADESH,STATE_UTTAR_PRADESH,Elected MP,ELECTED MP,NOM_ELECTED_MP,Smt. Seema Dwivedi (2020-26) (2020-2026),SMT. SEEMA DWIVEDI (2020-26) (2020-2026),MP_RAJYA_SABHA_SMT__SEEMA_DWIVEDI__2020_26___2020_2026_,WORK_HASH_5341777337088739292,UNKNOWN_FY
RAJYA_SABHA,Allocated Limit for Honble MPs (4).csv,229,228,Rajasthan,Smt. Sonia Gandhi (2024-30) (2024-2030),Elected MP,147000000.0,147000000.0,147000000.0,OTHER_WORKS,Rajasthan,RAJASTHAN,STATE_RAJASTHAN,Elected MP,ELECTED MP,NOM_ELECTED_MP,Smt. Sonia Gandhi (2024-30) (2024-2030),SMT. SONIA GANDHI (2024-30) (2024-2030),MP_RAJYA_SABHA_SMT__SONIA_GANDHI__2024_30___2024_2030_,WORK_HASH_10367270940317403014,UNKNOWN_FY
RAJYA_SABHA,Allocated Limit for Honble MPs (4).csv,230,229,Karnataka,Smt. Sudha Murty (2024-30) (2024-2030),Nominated MP,147000000.0,147000000.0,147000000.0,OTHER_WORKS,Karnataka,KARNATAKA,STATE_KARNATAKA,Nominated MP,NOMINATED MP,NOM_NOMINATED_MP,Smt. Sudha Murty (2024-30) (2024-2030),SMT. SUDHA MURTY (2024-30) (2024-2030),MP_RAJYA_SABHA_SMT__SUDHA_MURTY__2024_30___2024_2030_,WORK_HASH_5415932093519051857,UNKNOWN_FY
RAJYA_SABHA,Allocated Limit for Honble MPs (4).csv,231,230,Odisha,Smt. Sulata Deo (2022-28) (2022-2028),Elected MP,196084721.4,196084721.4,196084721.4,OTHER_WORKS,Odisha,ODISHA,STATE_ODISHA,Elected MP,ELECTED MP,NOM_ELECTED_MP,Smt. Sulata Deo (2022-28) (2022-2028),SMT. SULATA DEO (2022-28) (2022-2028),MP_RAJYA_SABHA_SMT__SULATA_DEO__2022_28___2022_2028_,WORK_HASH_7883655774034989922,UNKNOWN_FY
RAJYA_SABHA,Allocated Limit for Honble MPs (4).csv,232,231,Madhya Pradesh,Smt. Sumitra Balmik (2022-28) (2022-2028),Elected MP,196063957.1,196063957.1,196063957.1,OTHER_WORKS,Madhya Pradesh,MADHYA PRADESH,STATE_MADHYA_PRADESH,Elected MP,ELECTED MP,NOM_ELECTED_MP,Smt. Sumitra Balmik (2022-28) (2022-2028),SMT. SUMITRA BALMIK (2022-28) (2022-2028),MP_RAJYA_SABHA_SMT__SUMITRA_BALMIK__2022_28___2022_2028_,WORK_HASH_5064438257349881558,UNKNOWN_FY
